language_1,language_2,similarity,feature_set
nld,swe,0.7501387219099998,inventory_average
nld,dan,0.0,inventory_average
nld,nor,0.6350782224319832,inventory_average
nld,fin,0.7503723008419911,inventory_average
nld,ell,0.6595999864041637,inventory_average
nld,ron,0.7440363880553988,inventory_average
nld,mlt,0.7197633633294866,inventory_average
nld,hun,0.7971959671311493,inventory_average
nld,ces,0.7677858787011466,inventory_average
nld,slk,0.0,inventory_average
nld,bul,0.7249602782061627,inventory_average
nld,hrv,0.7325896743930082,inventory_average
nld,lit,0.7194739290786476,inventory_average
nld,lav,0.0,inventory_average
nld,est,0.0,inventory_average
nld,isl,0.7331551367789391,inventory_average
nld,zho,0.7423373814390675,inventory_average
nld,ara,0.703642327872616,inventory_average
nld,tur,0.753952062668662,inventory_average
nld,hin,0.7395879233902778,inventory_average
nld,ben,0.6569724339237889,inventory_average
nld,jpn,0.6964183034992755,inventory_average
nld,kor,0.7006867119621716,inventory_average
nld,rus,0.6799001036500849,inventory_average
nld,urd,0.710311395183256,inventory_average
nld,vie,0.7513948948927823,inventory_average
nld,tha,0.738432812697218,inventory_average
nld,ind,0.725844685854063,inventory_average
nld,fas,0.7554445596112054,inventory_average
por,pol,0.7517493868524991,inventory_average
por,swe,0.7148814489299586,inventory_average
por,dan,0.0,inventory_average
por,nor,0.6341353637627127,inventory_average
por,fin,0.7335897323277772,inventory_average
por,ell,0.7254535502476769,inventory_average
por,ron,0.7901020372802622,inventory_average
por,mlt,0.7396705090823067,inventory_average
por,hun,0.7901160346412561,inventory_average
por,ces,0.7673618203378691,inventory_average
por,slk,0.0,inventory_average
por,bul,0.7946785703785731,inventory_average
por,hrv,0.8265682851547359,inventory_average
por,lit,0.7522647026967699,inventory_average
por,lav,0.0,inventory_average
por,est,0.0,inventory_average
por,isl,0.7563028906102196,inventory_average
por,zho,0.7293591671424302,inventory_average
por,ara,0.7075824364577539,inventory_average
por,tur,0.7408829941521449,inventory_average
por,hin,0.7570727773782547,inventory_average
por,ben,0.7128192730481158,inventory_average
por,jpn,0.7659477579513556,inventory_average
por,kor,0.6830792286072528,inventory_average
por,rus,0.7348876379593903,inventory_average
por,urd,0.7145896010104963,inventory_average
por,vie,0.7547855308199609,inventory_average
por,tha,0.7956831669249135,inventory_average
por,ind,0.7941411209739877,inventory_average
por,fas,0.7334551084506975,inventory_average
pol,swe,0.656061025261043,inventory_average
pol,dan,0.0,inventory_average
pol,nor,0.549627685196529,inventory_average
pol,fin,0.6770991295584818,inventory_average
pol,ell,0.669589480006975,inventory_average
pol,ron,0.7548398491282626,inventory_average
pol,mlt,0.7391491482878365,inventory_average
pol,hun,0.7130202230437808,inventory_average
pol,ces,0.7445694406464904,inventory_average
pol,slk,0.0,inventory_average
pol,bul,0.7046028541264397,inventory_average
pol,hrv,0.7548398491282626,inventory_average
pol,lit,0.7047510607651948,inventory_average
pol,lav,0.0,inventory_average
pol,est,0.0,inventory_average
pol,isl,0.6668557115213574,inventory_average
pol,zho,0.6862481528060577,inventory_average
pol,ara,0.6909217801308504,inventory_average
pol,tur,0.6525069075220992,inventory_average
pol,hin,0.651492028508178,inventory_average
pol,ben,0.6170509220950511,inventory_average
pol,jpn,0.6504081700631734,inventory_average
pol,kor,0.6268754906500644,inventory_average
pol,rus,0.7178049194865025,inventory_average
pol,urd,0.616324155961227,inventory_average
pol,vie,0.6465030138170924,inventory_average
pol,tha,0.7161039575709526,inventory_average
pol,ind,0.8252579334125865,inventory_average
pol,fas,0.7362101738323104,inventory_average
swe,dan,0.0,inventory_average
swe,nor,0.7247137945655603,inventory_average
swe,fin,0.7649439972216584,inventory_average
swe,ell,0.6243797383564962,inventory_average
swe,ron,0.6534640392130712,inventory_average
swe,mlt,0.6153953888304962,inventory_average
swe,hun,0.71515571230998,inventory_average
swe,ces,0.6215524949467764,inventory_average
swe,slk,0.0,inventory_average
swe,bul,0.6555986615311388,inventory_average
swe,hrv,0.6301260378126043,inventory_average
swe,lit,0.6657429301885237,inventory_average
swe,lav,0.0,inventory_average
swe,est,0.0,inventory_average
swe,isl,0.7901006302541167,inventory_average
swe,zho,0.6789513434750558,inventory_average
swe,ara,0.6249261709288074,inventory_average
swe,tur,0.6997640269267262,inventory_average
swe,hin,0.6860235412680324,inventory_average
swe,ben,0.7061295681606685,inventory_average
swe,jpn,0.633877010379782,inventory_average
swe,kor,0.7025838192242884,inventory_average
swe,rus,0.5940885257860045,inventory_average
swe,urd,0.6859943405700355,inventory_average
swe,vie,0.6624747669808393,inventory_average
swe,tha,0.7417024666398297,inventory_average
swe,ind,0.6726727939963126,inventory_average
swe,fas,0.6380950832516343,inventory_average
dan,nor,0.0,inventory_average
dan,fin,0.0,inventory_average
dan,ell,0.0,inventory_average
dan,ron,0.0,inventory_average
dan,mlt,0.0,inventory_average
dan,hun,0.0,inventory_average
dan,ces,0.0,inventory_average
dan,slk,0.0,inventory_average
dan,bul,0.0,inventory_average
dan,hrv,0.0,inventory_average
dan,lit,0.0,inventory_average
dan,lav,0.0,inventory_average
dan,est,0.0,inventory_average
dan,isl,0.0,inventory_average
dan,zho,0.0,inventory_average
dan,ara,0.0,inventory_average
dan,tur,0.0,inventory_average
dan,hin,0.0,inventory_average
dan,ben,0.0,inventory_average
dan,jpn,0.0,inventory_average
dan,kor,0.0,inventory_average
dan,rus,0.0,inventory_average
dan,urd,0.0,inventory_average
dan,vie,0.0,inventory_average
dan,tha,0.0,inventory_average
dan,ind,0.0,inventory_average
dan,fas,0.0,inventory_average
nor,fin,0.724018898618502,inventory_average
nor,ell,0.5443882285808235,inventory_average
nor,ron,0.6210590034081188,inventory_average
nor,mlt,0.5832118435198044,inventory_average
nor,hun,0.6728258398563799,inventory_average
nor,ces,0.5785750035639586,inventory_average
nor,slk,0.0,inventory_average
nor,bul,0.5874228140418677,inventory_average
nor,hrv,0.6555622813752365,inventory_average
nor,lit,0.6617241025372944,inventory_average
nor,lav,0.0,inventory_average
nor,est,0.0,inventory_average
nor,isl,0.6524508696599647,inventory_average
nor,zho,0.7179777992838354,inventory_average
nor,ara,0.6373577485199294,inventory_average
nor,tur,0.6840417174915404,inventory_average
nor,hin,0.7866129083958371,inventory_average
nor,ben,0.7820714637059621,inventory_average
nor,jpn,0.5935182022164247,inventory_average
nor,kor,0.7213272629763972,inventory_average
nor,rus,0.5245462892098365,inventory_average
nor,urd,0.6949046094434471,inventory_average
nor,vie,0.5713244765973172,inventory_average
nor,tha,0.7201190377787747,inventory_average
nor,ind,0.6850933289361891,inventory_average
nor,fas,0.607226712056865,inventory_average
fin,ell,0.6691865982135774,inventory_average
fin,ron,0.758721223333605,inventory_average
fin,mlt,0.7768121808644738,inventory_average
fin,hun,0.8655768930578535,inventory_average
fin,ces,0.7555256046223662,inventory_average
fin,slk,0.0,inventory_average
fin,bul,0.7676583454211635,inventory_average
fin,hrv,0.7514953069209039,inventory_average
fin,lit,0.7546360958401142,inventory_average
fin,lav,0.0,inventory_average
fin,est,0.0,inventory_average
fin,isl,0.7933981840414601,inventory_average
fin,zho,0.7532822830741133,inventory_average
fin,ara,0.7403086445604827,inventory_average
fin,tur,0.7956078655105857,inventory_average
fin,hin,0.7108312842925917,inventory_average
fin,ben,0.6851969085516632,inventory_average
fin,jpn,0.6986895871267683,inventory_average
fin,kor,0.7903740243551205,inventory_average
fin,rus,0.743431449125521,inventory_average
fin,urd,0.6253932207742301,inventory_average
fin,vie,0.6217565497171308,inventory_average
fin,tha,0.774627002163753,inventory_average
fin,ind,0.7914376958255314,inventory_average
fin,fas,0.7357672073819589,inventory_average
ell,ron,0.7002858893319109,inventory_average
ell,mlt,0.6667366910003155,inventory_average
ell,hun,0.6370060297440341,inventory_average
ell,ces,0.7048548430432511,inventory_average
ell,slk,0.0,inventory_average
ell,bul,0.7883421693396079,inventory_average
ell,hrv,0.7145774380937866,inventory_average
ell,lit,0.6909874910284776,inventory_average
ell,lav,0.0,inventory_average
ell,est,0.0,inventory_average
ell,isl,0.7061388043040209,inventory_average
ell,zho,0.6323248365131318,inventory_average
ell,ara,0.6588881492304399,inventory_average
ell,tur,0.6743861533084593,inventory_average
ell,hin,0.6488740526144982,inventory_average
ell,ben,0.5795257865949817,inventory_average
ell,jpn,0.7142306081512172,inventory_average
ell,kor,0.5162915575905976,inventory_average
ell,rus,0.8033992579328528,inventory_average
ell,urd,0.6301260378126043,inventory_average
ell,vie,0.595844389756995,inventory_average
ell,tha,0.6507913734559685,inventory_average
ell,ind,0.6590820436573077,inventory_average
ell,fas,0.6467616667635545,inventory_average
ron,mlt,0.8451542547285166,inventory_average
ron,hun,0.8383085019119816,inventory_average
ron,ces,0.780895189700447,inventory_average
ron,slk,0.0,inventory_average
ron,bul,0.7732246821058633,inventory_average
ron,hrv,0.7916666666666667,inventory_average
ron,lit,0.7655318158241113,inventory_average
ron,lav,0.0,inventory_average
ron,est,0.0,inventory_average
ron,isl,0.7243682090798722,inventory_average
ron,zho,0.7534030039608027,inventory_average
ron,ara,0.8181920125154258,inventory_average
ron,tur,0.7441356611381285,inventory_average
ron,hin,0.7397303490599264,inventory_average
ron,ben,0.6628408036104645,inventory_average
ron,jpn,0.784643132368494,inventory_average
ron,kor,0.6620249245889469,inventory_average
ron,rus,0.788129433197506,inventory_average
ron,urd,0.6690735871491087,inventory_average
ron,vie,0.6468186120852512,inventory_average
ron,tha,0.7839813365834107,inventory_average
ron,ind,0.8406728074767074,inventory_average
ron,fas,0.8445997664172651,inventory_average
mlt,hun,0.79787999680848,inventory_average
mlt,ces,0.7780780201274198,inventory_average
mlt,slk,0.0,inventory_average
mlt,bul,0.7482208019896404,inventory_average
mlt,hrv,0.7888106377466154,inventory_average
mlt,lit,0.7627700713964738,inventory_average
mlt,lav,0.0,inventory_average
mlt,est,0.0,inventory_average
mlt,isl,0.6959780040057305,inventory_average
mlt,zho,0.7000566167209951,inventory_average
mlt,ara,0.8658763332258361,inventory_average
mlt,tur,0.7339199838302459,inventory_average
mlt,hin,0.6969305763322494,inventory_average
mlt,ben,0.6151251125716035,inventory_average
mlt,jpn,0.7192567071448368,inventory_average
mlt,kor,0.6643482831758063,inventory_average
mlt,rus,0.761958238450676,inventory_average
mlt,urd,0.598056818096707,inventory_average
mlt,vie,0.6247560023330788,inventory_average
mlt,tha,0.734968415259167,inventory_average
mlt,ind,0.8390645410391884,inventory_average
mlt,fas,0.8233797086525821,inventory_average
hun,ces,0.8014592614264117,inventory_average
hun,slk,0.0,inventory_average
hun,bul,0.7707048340066096,inventory_average
hun,hrv,0.7996173402852746,inventory_average
hun,lit,0.7919269542078962,inventory_average
hun,lav,0.0,inventory_average
hun,est,0.0,inventory_average
hun,isl,0.7788457819006298,inventory_average
hun,zho,0.7074156825625826,inventory_average
hun,ara,0.7687722351809846,inventory_average
hun,tur,0.7797470523053674,inventory_average
hun,hin,0.7244411590645602,inventory_average
hun,ben,0.6517120965014158,inventory_average
hun,jpn,0.7145983693576159,inventory_average
hun,kor,0.7829952293910826,inventory_average
hun,rus,0.7523665258513013,inventory_average
hun,urd,0.6318240236065633,inventory_average
hun,vie,0.6692711143342309,inventory_average
hun,tha,0.7585836155602145,inventory_average
hun,ind,0.7930296678219262,inventory_average
hun,fas,0.7721256467322445,inventory_average
ces,slk,0.0,inventory_average
ces,bul,0.8256796984034788,inventory_average
ces,hrv,0.849394767744346,inventory_average
ces,lit,0.8346018191689956,inventory_average
ces,lav,0.0,inventory_average
ces,est,0.0,inventory_average
ces,isl,0.6769064842612654,inventory_average
ces,zho,0.6476632804155691,inventory_average
ces,ara,0.708170900345662,inventory_average
ces,tur,0.8080853886093194,inventory_average
ces,hin,0.7256822655428692,inventory_average
ces,ben,0.6068124213766581,inventory_average
ces,jpn,0.6697793233946275,inventory_average
ces,kor,0.5774048262669212,inventory_average
ces,rus,0.8282644260497123,inventory_average
ces,urd,0.6264123181997561,inventory_average
ces,vie,0.6562470330333587,inventory_average
ces,tha,0.6498440561375455,inventory_average
ces,ind,0.7370973770897189,inventory_average
ces,fas,0.7233186410726532,inventory_average
slk,bul,0.0,inventory_average
slk,hrv,0.0,inventory_average
slk,lit,0.0,inventory_average
slk,lav,0.0,inventory_average
slk,est,0.0,inventory_average
slk,isl,0.0,inventory_average
slk,zho,0.0,inventory_average
slk,ara,0.0,inventory_average
slk,tur,0.0,inventory_average
slk,hin,0.0,inventory_average
slk,ben,0.0,inventory_average
slk,jpn,0.0,inventory_average
slk,kor,0.0,inventory_average
slk,rus,0.0,inventory_average
slk,urd,0.0,inventory_average
slk,vie,0.0,inventory_average
slk,tha,0.0,inventory_average
slk,ind,0.0,inventory_average
slk,fas,0.0,inventory_average
bul,hrv,0.8086937042208111,inventory_average
bul,lit,0.8643121965600913,inventory_average
bul,lav,0.0,inventory_average
bul,est,0.0,inventory_average
bul,isl,0.7139847215985113,inventory_average
bul,zho,0.718014794249505,inventory_average
bul,ara,0.6970418800716162,inventory_average
bul,tur,0.7601404095771733,inventory_average
bul,hin,0.7308702103817942,inventory_average
bul,ben,0.61513883166556,inventory_average
bul,jpn,0.7167430492980277,inventory_average
bul,kor,0.6121965661894887,inventory_average
bul,rus,0.91794212977899,inventory_average
bul,urd,0.6602956445140702,inventory_average
bul,vie,0.6418522732673798,inventory_average
bul,tha,0.6931666988998881,inventory_average
bul,ind,0.7360747380985776,inventory_average
bul,fas,0.7624437362098715,inventory_average
hrv,lit,0.8461141122266493,inventory_average
hrv,lav,0.0,inventory_average
hrv,est,0.0,inventory_average
hrv,isl,0.7116599948854885,inventory_average
hrv,zho,0.6481774277450558,inventory_average
hrv,ara,0.743810920468569,inventory_average
hrv,tur,0.7509625938091203,inventory_average
hrv,hin,0.7518595014391025,inventory_average
hrv,ben,0.6325152464632374,inventory_average
hrv,jpn,0.6790180953188891,inventory_average
hrv,kor,0.6411188743387697,inventory_average
hrv,rus,0.7954951288348658,inventory_average
hrv,urd,0.6350528962771201,inventory_average
hrv,vie,0.6160177257954774,inventory_average
hrv,tha,0.6851601597031489,inventory_average
hrv,ind,0.8273287946596168,inventory_average
hrv,fas,0.7594850612744399,inventory_average
lit,lav,0.0,inventory_average
lit,est,0.0,inventory_average
lit,isl,0.6758776747527883,inventory_average
lit,zho,0.6308503127607515,inventory_average
lit,ara,0.7755454972716225,inventory_average
lit,tur,0.7129683659702069,inventory_average
lit,hin,0.7700382970730233,inventory_average
lit,ben,0.7163643233502819,inventory_average
lit,jpn,0.6566020490360824,inventory_average
lit,kor,0.6603857548435266,inventory_average
lit,rus,0.8333367153611023,inventory_average
lit,urd,0.6360199717944434,inventory_average
lit,vie,0.6433359936817206,inventory_average
lit,tha,0.7135060680126758,inventory_average
lit,ind,0.7354991780818256,inventory_average
lit,fas,0.734412603851,inventory_average
lav,est,0.0,inventory_average
lav,isl,0.0,inventory_average
lav,zho,0.0,inventory_average
lav,ara,0.0,inventory_average
lav,tur,0.0,inventory_average
lav,hin,0.0,inventory_average
lav,ben,0.0,inventory_average
lav,jpn,0.0,inventory_average
lav,kor,0.0,inventory_average
lav,rus,0.0,inventory_average
lav,urd,0.0,inventory_average
lav,vie,0.0,inventory_average
lav,tha,0.0,inventory_average
lav,ind,0.0,inventory_average
lav,fas,0.0,inventory_average
est,isl,0.0,inventory_average
est,zho,0.0,inventory_average
est,ara,0.0,inventory_average
est,tur,0.0,inventory_average
est,hin,0.0,inventory_average
est,ben,0.0,inventory_average
est,jpn,0.0,inventory_average
est,kor,0.0,inventory_average
est,rus,0.0,inventory_average
est,urd,0.0,inventory_average
est,vie,0.0,inventory_average
est,tha,0.0,inventory_average
est,ind,0.0,inventory_average
est,fas,0.0,inventory_average
isl,zho,0.7009095594718411,inventory_average
isl,ara,0.6805806118154129,inventory_average
isl,tur,0.7370970102349275,inventory_average
isl,hin,0.6879427751924458,inventory_average
isl,ben,0.6738820969916048,inventory_average
isl,jpn,0.6765220199385125,inventory_average
isl,kor,0.7396491236732413,inventory_average
isl,rus,0.6604757358710602,inventory_average
isl,urd,0.6848300870011595,inventory_average
isl,vie,0.6989271592761448,inventory_average
isl,tha,0.7595324449183989,inventory_average
isl,ind,0.7325794357582566,inventory_average
isl,fas,0.6949223161999364,inventory_average
zho,ara,0.7075857393398131,inventory_average
zho,tur,0.6868630059385843,inventory_average
zho,hin,0.7521397143938642,inventory_average
zho,ben,0.6984502797822517,inventory_average
zho,jpn,0.7270668618166458,inventory_average
zho,kor,0.7433592672733131,inventory_average
zho,rus,0.6607117981837699,inventory_average
zho,urd,0.7216868051803909,inventory_average
zho,vie,0.6720533027258524,inventory_average
zho,tha,0.7187310015020374,inventory_average
zho,ind,0.7845022443911164,inventory_average
zho,fas,0.7619040812876632,inventory_average
ara,tur,0.7121489600806136,inventory_average
ara,hin,0.7736845270652344,inventory_average
ara,ben,0.677882776884448,inventory_average
ara,jpn,0.7097206055497695,inventory_average
ara,kor,0.6620306691984185,inventory_average
ara,rus,0.696317024309598,inventory_average
ara,urd,0.6706914984717389,inventory_average
ara,vie,0.6655464945550464,inventory_average
ara,tha,0.7639330795298762,inventory_average
ara,ind,0.8016289023775087,inventory_average
ara,fas,0.8232319499226773,inventory_average
tur,hin,0.6874772316104862,inventory_average
tur,ben,0.6047752653722263,inventory_average
tur,jpn,0.7268637764391583,inventory_average
tur,kor,0.6713746249192755,inventory_average
tur,rus,0.7313466135339091,inventory_average
tur,urd,0.6131583902497637,inventory_average
tur,vie,0.7024886473314633,inventory_average
tur,tha,0.6929958792017483,inventory_average
tur,ind,0.7215015223400041,inventory_average
tur,fas,0.7337602987270903,inventory_average
hin,ben,0.880090520905992,inventory_average
hin,jpn,0.7202230167390966,inventory_average
hin,kor,0.653071769895223,inventory_average
hin,rus,0.6688453503966798,inventory_average
hin,urd,0.8581233738506815,inventory_average
hin,vie,0.6705307915740425,inventory_average
hin,tha,0.7669596423930719,inventory_average
hin,ind,0.7534294229747335,inventory_average
hin,fas,0.7507842926382058,inventory_average
ben,jpn,0.7248385124439285,inventory_average
ben,kor,0.6955884053906527,inventory_average
ben,rus,0.5468137737248209,inventory_average
ben,urd,0.8135793455815835,inventory_average
ben,vie,0.6725315888696347,inventory_average
ben,tha,0.8096661386256794,inventory_average
ben,ind,0.6909491401108666,inventory_average
ben,fas,0.6371846279560289,inventory_average
jpn,kor,0.6889591276575937,inventory_average
jpn,rus,0.7042028396309279,inventory_average
jpn,urd,0.7145805619227539,inventory_average
jpn,vie,0.6826446824149841,inventory_average
jpn,tha,0.7730077513237221,inventory_average
jpn,ind,0.7683580589591998,inventory_average
jpn,fas,0.7255423196197438,inventory_average
kor,rus,0.5247897514403108,inventory_average
kor,urd,0.5917502430657298,inventory_average
kor,vie,0.704711384867875,inventory_average
kor,tha,0.7933288280219177,inventory_average
kor,ind,0.7364823905817985,inventory_average
kor,fas,0.683294324254051,inventory_average
rus,urd,0.5893783997977429,inventory_average
rus,vie,0.555377646832399,inventory_average
rus,tha,0.6288941186718159,inventory_average
rus,ind,0.7076731463403725,inventory_average
rus,fas,0.7152777777777777,inventory_average
urd,vie,0.6840478589879178,inventory_average
urd,tha,0.6992886597318947,inventory_average
urd,ind,0.6973018138246544,inventory_average
urd,fas,0.6628836424029037,inventory_average
vie,tha,0.7363512169841905,inventory_average
vie,ind,0.6865467967541539,inventory_average
vie,fas,0.6620972730864678,inventory_average
tha,ind,0.7975322515783876,inventory_average
tha,fas,0.7205107927499323,inventory_average
ind,fas,0.8554982035759168,inventory_average
