annotationId,language,sdg_categories,predicted
d141a767-5fdf-4fd0-8cc9-ca832d0cd4d6,es,['5de2d533-80be-44d9-8087-4acc3ea1c454'],8 - Trabajo Decente y Crecimiento Económico.
9595e428-7990-4a50-b59d-885735d3183e,es,['c6811ae8-76b5-4032-8ac7-2ff776f6692a'],3 - Buena Salud y Bienestar.
008c275d-2bcc-4a8f-a97f-8d2f4f8e7463,es,['c6811ae8-76b5-4032-8ac7-2ff776f6692a'],"16 - Paz, Justicia e Instituciones"
53a78bf6-beb6-405d-8836-3f0e3828c8a2,es,['c6811ae8-76b5-4032-8ac7-2ff776f6692a'],"La categoría es: [16 - Paz, Justicia e Instituciones]."
3495f77f-06fa-4d32-81f0-4a8646fe8698,es,['c6811ae8-76b5-4032-8ac7-2ff776f6692a'],6 - Agua potable y Saneamiento
83fd1b5c-b72c-4921-a0b3-c5661073922b,es,['c6811ae8-76b5-4032-8ac7-2ff776f6692a'],1 - Pobreza
c0a0e070-f640-46d8-8773-49e1d27465b8,es,['c6811ae8-76b5-4032-8ac7-2ff776f6692a'],5 - Igualdad de Género
89181298-b8a2-4f09-88d7-855c6f972850,es,['c6811ae8-76b5-4032-8ac7-2ff776f6692a'],"16 - Paz, Justicia e Instituciones"
b9b85e1f-6cb2-47df-b3bc-4a9a8a3cf469,es,['c6811ae8-76b5-4032-8ac7-2ff776f6692a'],3 - Buena Salud y Bienestar
9f572633-0166-44f5-87e8-f27ca99674d0,es,['c6811ae8-76b5-4032-8ac7-2ff776f6692a'],3 - Buena Salud y Bienestar
0a056776-c23f-4796-bbea-78ef0cdad72b,es,['c6811ae8-76b5-4032-8ac7-2ff776f6692a'],3 - Buena Salud y Bienestar
583a033a-4981-4d32-9a04-0f5592341dbd,es,['c6811ae8-76b5-4032-8ac7-2ff776f6692a'],"16 - Paz, Justicia e Instituciones"
a4a2d0cd-2d39-4d6c-bbf5-1b001826efd5,es,['c6811ae8-76b5-4032-8ac7-2ff776f6692a'],8 - Trabajo Decente y Crecimiento Económico
2914d150-be46-4a3e-a1f0-40404e942323,es,['c6811ae8-76b5-4032-8ac7-2ff776f6692a'],5 - Igualdad de Género.
048076cd-642f-4911-b090-bfecbc51a809,es,['c6811ae8-76b5-4032-8ac7-2ff776f6692a'],"16 - Paz, Justicia e Instituciones"
f9f7d5b3-3bb1-42e3-82d2-a2540b378d04,es,['c6811ae8-76b5-4032-8ac7-2ff776f6692a'],3 - Buena Salud y Bienestar
2a439a6a-b8c2-449e-b689-005866710b8c,es,['c6811ae8-76b5-4032-8ac7-2ff776f6692a'],4 - Educación de Calidad
297bb7ce-0b09-414d-9b06-fabae6cedd3b,es,['c6811ae8-76b5-4032-8ac7-2ff776f6692a'],5 - Igualdad de Género
31c62ee1-0ca4-4cee-850b-4063423a3dbc,es,['c6811ae8-76b5-4032-8ac7-2ff776f6692a'],1 - Pobreza.
b0f50517-3e78-46a4-98d8-808f4560f9ac,es,['c6811ae8-76b5-4032-8ac7-2ff776f6692a'],10
be188c13-c387-4b38-97d1-f090274b42f8,es,['c6811ae8-76b5-4032-8ac7-2ff776f6692a'],"16 - Paz, Justicia e Instituciones"
0fbe3b41-4527-4f51-865e-931de3588126,es,['c6811ae8-76b5-4032-8ac7-2ff776f6692a'],"16 - Paz, Justicia e Instituciones"
13e9695a-6bf8-452a-a49f-90dd11bc8d03,es,['c6811ae8-76b5-4032-8ac7-2ff776f6692a'],5 - Igualdad de Género.
369b9b23-1d8d-4250-be22-06301a0ddbc6,es,['c6811ae8-76b5-4032-8ac7-2ff776f6692a'],5 - Igualdad de Género.
1801899c-eed6-4a91-91bf-64f6b8f334e7,es,['c6811ae8-76b5-4032-8ac7-2ff776f6692a'],"16 - Paz, Justicia e Instituciones."
5c67213b-6fd9-497a-bd54-1de58abf561c,es,['c6811ae8-76b5-4032-8ac7-2ff776f6692a'],"16 - Paz, Justicia e Instituciones"
dfbb1ff7-3824-41e0-85a8-11b9e56fb4ce,es,['7b1ca49b-6511-4151-b02b-0e3787a5cf46'],"16 - Paz, Justicia e Instituciones."
e2320dfe-389f-45fe-bb4a-f2b144e63807,es,['7b1ca49b-6511-4151-b02b-0e3787a5cf46'],"16 - Paz, Justicia e Instituciones"
ccc63bbc-5c6f-4abd-9b79-2d4753b6c73e,es,['7b1ca49b-6511-4151-b02b-0e3787a5cf46'],4 - Educación de Calidad
3d26b0d5-92f5-4de6-97a5-2948f898ea9e,es,['7b1ca49b-6511-4151-b02b-0e3787a5cf46'],"16 - Paz, Justicia e Instituciones"
56dfc4c3-8c9e-4512-8d60-fbb052286857,es,['7b1ca49b-6511-4151-b02b-0e3787a5cf46'],6 - Agua potable y Saneamiento
63eadeb7-b057-478f-aa6b-eb55fde74b44,es,['7b1ca49b-6511-4151-b02b-0e3787a5cf46'],6 - Agua potable y Saneamiento.
6baabece-d125-47d4-97ae-604dcb98145d,es,['7b1ca49b-6511-4151-b02b-0e3787a5cf46'],8 - Trabajo Decente y Crecimiento Económico
564a146b-5449-4ce4-ae8e-429f8bddcae0,es,['7b1ca49b-6511-4151-b02b-0e3787a5cf46'],8 - Trabajo Decente y Crecimiento Económico.
1c5820be-3ed5-4542-a723-199047a0f1f9,es,['7b1ca49b-6511-4151-b02b-0e3787a5cf46'],8 - Trabajo Decente y Crecimiento Económico
f8f140fe-0abf-4bdb-bb06-90e6ad56a24b,es,['7b1ca49b-6511-4151-b02b-0e3787a5cf46'],6 - Agua potable y Saneamiento
7e98ae9f-739d-49b3-bc1f-3b1b610dc269,es,['7b1ca49b-6511-4151-b02b-0e3787a5cf46'],"15 - Bosques, desertificación y diversidad biológica."
