afdaca2d-d46b-49c3-ae77-7301fd0e03f0,fr,['da6a1d11-83e8-4877-b3dd-36399f40c2ed'],6 - EAU PROPRE ET ASSAINISSEMENT
c0eb29e1-1fe7-49a3-9fdf-5e704e4d26ec,fr,['da6a1d11-83e8-4877-b3dd-36399f40c2ed'],6 - EAU PROPRE ET ASSAINISSEMENT
165fdcbe-bdc3-4530-b4cc-6779a1340210,fr,['da6a1d11-83e8-4877-b3dd-36399f40c2ed'],6 - EAU PROPRE ET ASSAINISSEMENT
56aa5742-b3b9-46f9-9047-00cc896fef36,fr,['da6a1d11-83e8-4877-b3dd-36399f40c2ed'],6 - EAU PROPRE ET ASSAINISSEMENT
7fae4daa-d2ec-4c12-ba0b-a5e96b7231e4,fr,['dec29fe6-95ea-4dfb-b631-ee0eb6de7207'],3 - BONNE SANTE ET BIEN-ETRE
d2d2c80c-a4d5-4d59-87e9-4761116c73cd,fr,['dec29fe6-95ea-4dfb-b631-ee0eb6de7207'],4 - EDUCATION DE QUALITE
b0452d97-54bb-40d2-a016-13696ad16708,fr,['dec29fe6-95ea-4dfb-b631-ee0eb6de7207'],7 - ENERGIE PROPRE ET D'UN COUT ABORDABLE
07995090-df84-4632-825a-a554016e895d,fr,['dec29fe6-95ea-4dfb-b631-ee0eb6de7207'],6 - EAU PROPRE ET ASSAINISSEMENT
e9fae741-9a3e-4cb5-801a-86b1ceb3c292,fr,['dec29fe6-95ea-4dfb-b631-ee0eb6de7207'],7 - ENERGIE PROPRE ET D'UN COUT ABORDABLE.
866f997c-c768-4be2-8d46-342b2d364136,fr,['dec29fe6-95ea-4dfb-b631-ee0eb6de7207'],10 - INEGALITES REDUITES
06a208e2-a16a-4a9c-8c63-f7f2679de782,fr,['dec29fe6-95ea-4dfb-b631-ee0eb6de7207'],3 - BONNE SANTE ET BIEN-ETRE
d10e8ffb-a116-4ee8-9b9f-89f627916cf6,fr,['dec29fe6-95ea-4dfb-b631-ee0eb6de7207'],6 - EAU PROPRE ET ASSAINISSEMENT
203d85db-cffe-4bd2-a4ad-792a2cdce671,fr,['dec29fe6-95ea-4dfb-b631-ee0eb6de7207'],3 - BONNE SANTE ET BIEN-ETRE
5aaca9d8-652c-4b82-a624-5b26b7e64f7f,fr,['dec29fe6-95ea-4dfb-b631-ee0eb6de7207'],"16 - PAIX, JUSTICE ET INSTITUTIONS EFFICACES"
bcb9c303-bb5f-46ea-9c23-95dd4cbaa426,fr,['dec29fe6-95ea-4dfb-b631-ee0eb6de7207'],"16 - PAIX, JUSTICE ET INSTITUTIONS EFFICACES"
645c2326-8b58-405d-b093-cb5ed64e15c2,fr,['dec29fe6-95ea-4dfb-b631-ee0eb6de7207'],4 - EDUCATION DE QUALITE
4d9c1c55-925c-46e9-a21f-429d8f070003,fr,['dec29fe6-95ea-4dfb-b631-ee0eb6de7207'],4 - EDUCATION DE QUALITE
d9e983a9-813b-431a-a01b-423dc86ad362,fr,['dec29fe6-95ea-4dfb-b631-ee0eb6de7207'],3 - BONNE SANTE ET BIEN-ETRE
b6ec2367-94d2-4310-8840-8e656e23ad93,fr,['dec29fe6-95ea-4dfb-b631-ee0eb6de7207'],1 - PAS DE PAUVRETE.
bf9de4cd-f5da-4f03-9b14-4a11a21092e1,fr,['dec29fe6-95ea-4dfb-b631-ee0eb6de7207'],4 - EDUCATION DE QUALITE
09059492-b148-4bc1-b81a-15398b82ca58,fr,['dec29fe6-95ea-4dfb-b631-ee0eb6de7207'],6 - EAU PROPRE ET ASSAINISSEMENT
491118a9-0687-488b-90ea-28193e901191,fr,['dec29fe6-95ea-4dfb-b631-ee0eb6de7207'],3 - BONNE SANTE ET BIEN-ETRE
54202912-8e9e-4b61-bdf9-d1fbc7a15f92,fr,['dec29fe6-95ea-4dfb-b631-ee0eb6de7207'],3 - BONNE SANTE ET BIEN-ETRE
319cd69e-75e5-49f2-962d-2722f8a97b1e,fr,['dec29fe6-95ea-4dfb-b631-ee0eb6de7207'],12 - CONSOMMATION ET PRODUCTION RESPONSABLES
98bb8329-881f-4509-8a3d-1e8e1b106d83,fr,['dec29fe6-95ea-4dfb-b631-ee0eb6de7207'],1 - PAS DE PAUVRETE
0fdf03bb-232d-47ed-890c-652f4e22affe,fr,['dec29fe6-95ea-4dfb-b631-ee0eb6de7207'],1 - PAS DE PAUVRETE
9015d8e7-629e-4aa8-bc73-35ccbc911c56,fr,['dec29fe6-95ea-4dfb-b631-ee0eb6de7207'],3 - BONNE SANTE ET BIEN-ETRE
12ee6465-9b31-4179-8ba6-a503f4df9ec7,fr,['dec29fe6-95ea-4dfb-b631-ee0eb6de7207'],3 - BONNE SANTE ET BIEN-ETRE
0c5af528-e93f-4a87-9770-1f7f790db3e9,fr,['dec29fe6-95ea-4dfb-b631-ee0eb6de7207'],12 - CONSOMMATION ET PRODUCTION RESPONSABLES.
b4737e61-e1aa-4b69-80e5-ecc716a7319d,fr,['188e32e4-e6df-492e-ab45-0a57b3acad54'],11 - VILLES ET COMMUNAUTES DURABLES.
65a73ade-2347-4dcc-958d-68fc598cf1e2,fr,['188e32e4-e6df-492e-ab45-0a57b3acad54'],8 - TRAVAIL DECENT ET CROISSANCE ECONOMIQUE.
ca4ddb82-beda-4ecc-8acc-d88644c58f82,fr,['188e32e4-e6df-492e-ab45-0a57b3acad54'],3 - BONNE SANTE ET BIEN-ETRE
a0b6261d-1830-4a62-8d3e-2861235db189,fr,['188e32e4-e6df-492e-ab45-0a57b3acad54'],8 - TRAVAIL DECENT ET CROISSANCE ECONOMIQUE
ea3a409d-f27d-43c2-9416-450f9e0eeccc,fr,['188e32e4-e6df-492e-ab45-0a57b3acad54'],12 - CONSOMMATION ET PRODUCTION RESPONSABLES
68257ff9-659f-4c05-be8b-429a8078d28a,fr,['188e32e4-e6df-492e-ab45-0a57b3acad54'],"9 - INDUSTRIE, INNOVATION ET INFRASTRUCTURE"
f92c11af-145d-42a3-89d1-4fefc8c4507e,fr,['188e32e4-e6df-492e-ab45-0a57b3acad54'],"9 - INDUSTRIE, INNOVATION ET INFRASTRUCTURE."
bc4980bb-d008-4c95-a1d5-89587c40056f,fr,['188e32e4-e6df-492e-ab45-0a57b3acad54'],3 - BONNE SANTE ET BIEN-ETRE
4fbc968b-a787-4fa8-b706-490832f45d50,fr,['188e32e4-e6df-492e-ab45-0a57b3acad54'],"16 - PAIX, JUSTICE ET INSTITUTIONS EFFICACES."
c3e6c040-994f-4b7b-89d5-2cb1e1551917,fr,['188e32e4-e6df-492e-ab45-0a57b3acad54'],11 - VILLES ET COMMUNAUTES DURABLES.
dd5195f5-7414-4513-93bc-b8d707f4f0dc,fr,['188e32e4-e6df-492e-ab45-0a57b3acad54'],8 - TRAVAIL DECENT ET CROISSANCE ECONOMIQUE
c1d78ab1-a79a-4413-b8a5-f7108fbd6acd,fr,['188e32e4-e6df-492e-ab45-0a57b3acad54'],"9 - INDUSTRIE, INNOVATION ET INFRASTRUCTURE."
a4ff13bc-3ada-4f64-be98-7f04b5f11c2b,fr,['188e32e4-e6df-492e-ab45-0a57b3acad54'],8 - TRAVAIL DECENT ET CROISSANCE ECONOMIQUE
624857b1-7eb9-465f-8704-5f02cc02f315,fr,['188e32e4-e6df-492e-ab45-0a57b3acad54'],8 - TRAVAIL DECENT ET CROISSANCE ECONOMIQUE
2ad8550f-16ad-4969-8441-89fd7502c0a7,fr,['188e32e4-e6df-492e-ab45-0a57b3acad54'],"9 - INDUSTRIE, INNOVATION ET INFRASTRUCTURE."
0451c456-06cd-410a-b713-ff43d1fd6e6c,fr,['617414bb-61ed-42cc-9660-1eb72f312f54'],15 - VIE TERRESTRE
5faaf650-e476-4e69-8080-72aba40ca50d,fr,['e2d3622d-09c3-4fbc-b4bf-3b316b68ceb4'],"16 - PAIX, JUSTICE ET INSTITUTIONS EFFICACES."
378aefe3-5777-4794-9436-0279dcdf21b5,fr,['e2d3622d-09c3-4fbc-b4bf-3b316b68ceb4'],13 - LUTTE CONTRE LES CHANGEMENTS CLIMATIQUES
d1d75cc5-6a8c-42ed-b495-50f9da1fd67f,fr,['e2d3622d-09c3-4fbc-b4bf-3b316b68ceb4'],"16 - PAIX, JUSTICE ET INSTITUTIONS EFFICACES."
0b0511ed-1b8b-43fd-bd29-0aa860d3e1c7,fr,['e2d3622d-09c3-4fbc-b4bf-3b316b68ceb4'],13 - LUTTE CONTRE LES CHANGEMENTS CLIMATIQUES
86763eab-bab4-44c7-a867-7b5a8582ccfa,fr,['e2d3622d-09c3-4fbc-b4bf-3b316b68ceb4'],10 - INEGALITES REDUITES
9696adee-2879-4929-9070-973e924f0982,fr,['e2d3622d-09c3-4fbc-b4bf-3b316b68ceb4'],5 - EGALITE ENTRE LES SEXES
annotationId,language,sdg_categories,predicted
f6693106-7e94-44ba-b26b-ba8cab42d518,fr,['5de2d533-80be-44d9-8087-4acc3ea1c454'],6 - EAU PROPRE ET ASSAINISSEMENT
ea79e9b1-5fa5-49c9-894c-0f6d0242e224,fr,['5de2d533-80be-44d9-8087-4acc3ea1c454'],4 - EDUCATION DE QUALITE.
6996de12-9816-4b90-8dcf-c14a5b93b5a6,fr,['5de2d533-80be-44d9-8087-4acc3ea1c454'],4 - EDUCATION DE QUALITE.
16fa1ffa-b679-49a7-b3a5-681289bb52e4,fr,['5de2d533-80be-44d9-8087-4acc3ea1c454'],4 - EDUCATION DE QUALITE
a2808c49-7dfe-4fa4-a77e-f3c835cfa3f9,fr,['5de2d533-80be-44d9-8087-4acc3ea1c454'],4 - EDUCATION DE QUALITE
3063a58f-c5ea-437a-ab9c-f22cafbd1b7f,fr,['5de2d533-80be-44d9-8087-4acc3ea1c454'],13 - LUTTE CONTRE LES CHANGEMENTS CLIMATIQUES.
c8eb8398-fdd5-46ce-9f5e-9dc8a3aabd03,fr,['5de2d533-80be-44d9-8087-4acc3ea1c454'],4 - EDUCATION DE QUALITE
9686043d-0d04-4a56-a484-2c6c5d314e0f,fr,['5de2d533-80be-44d9-8087-4acc3ea1c454'],4 - EDUCATION DE QUALITE
82eb6a8c-3c37-4ced-b6fd-92078019fdd8,fr,['5de2d533-80be-44d9-8087-4acc3ea1c454'],4 - EDUCATION DE QUALITE.
fb1484fa-85f8-4936-8e86-fc26a71af09a,fr,['5de2d533-80be-44d9-8087-4acc3ea1c454'],4 - EDUCATION DE QUALITE
118a9525-f1dc-4792-9e14-b6e0b51d9c30,fr,['5de2d533-80be-44d9-8087-4acc3ea1c454'],4 - EDUCATION DE QUALITE.
abbf6e30-d27f-4e40-8824-de839f5228c2,fr,['5de2d533-80be-44d9-8087-4acc3ea1c454'],6 - EAU PROPRE ET ASSAINISSEMENT.
75898c89-a392-48f1-b27f-f5e813b58630,fr,['5de2d533-80be-44d9-8087-4acc3ea1c454'],4 - EDUCATION DE QUALITE
ffae0854-d46b-4d3b-92ea-98d280842435,fr,['5de2d533-80be-44d9-8087-4acc3ea1c454'],4 - EDUCATION DE QUALITE
64dce61c-5ac0-44c4-b216-d4e79b73f018,fr,['5de2d533-80be-44d9-8087-4acc3ea1c454'],4 - EDUCATION DE QUALITE
0b69b9a6-7b94-4d18-abfb-81a287b7da89,fr,['5de2d533-80be-44d9-8087-4acc3ea1c454'],4 - EDUCATION DE QUALITE
7d006acc-2dbf-4b47-85a5-a5d9670324d3,fr,['5de2d533-80be-44d9-8087-4acc3ea1c454'],4 - EDUCATION DE QUALITE.
e1231bbf-8506-4353-9dba-45610fbf0f89,fr,['5de2d533-80be-44d9-8087-4acc3ea1c454'],8 - TRAVAIL DECENT ET CROISSANCE ECONOMIQUE
05e10433-ec31-4e2f-9abf-75f84e90feb6,fr,['5de2d533-80be-44d9-8087-4acc3ea1c454'],4 - EDUCATION DE QUALITE.
e06e193c-8f57-4bff-b47c-03d4538825eb,fr,['5de2d533-80be-44d9-8087-4acc3ea1c454'],4 - EDUCATION DE QUALITE
06354b03-deb2-4bcb-847d-3f992000e3bb,fr,['5de2d533-80be-44d9-8087-4acc3ea1c454'],4 - EDUCATION DE QUALITE
3d14c728-a738-45c8-bf6c-78863b698ae8,fr,['5de2d533-80be-44d9-8087-4acc3ea1c454'],4 - EDUCATION DE QUALITE
cd1adcfe-342b-4e5b-b412-fcd9147bd87b,fr,['5de2d533-80be-44d9-8087-4acc3ea1c454'],4 - EDUCATION DE QUALITE
a8a166cf-7de8-458e-8853-4a7109890e7b,fr,['5de2d533-80be-44d9-8087-4acc3ea1c454'],4 - EDUCATION DE QUALITE.
d141a767-5fdf-4fd0-8cc9-ca832d0cd4d6,fr,['5de2d533-80be-44d9-8087-4acc3ea1c454'],17 - PARTENARIATS POUR LA REALISATION DES OBJECTIFS.
9595e428-7990-4a50-b59d-885735d3183e,fr,['c6811ae8-76b5-4032-8ac7-2ff776f6692a'],4 - EDUCATION DE QUALITE
008c275d-2bcc-4a8f-a97f-8d2f4f8e7463,fr,['c6811ae8-76b5-4032-8ac7-2ff776f6692a'],"16 - PAIX, JUSTICE ET INSTITUTIONS EFFICACES."
53a78bf6-beb6-405d-8836-3f0e3828c8a2,fr,['c6811ae8-76b5-4032-8ac7-2ff776f6692a'],17 - PARTENARIATS POUR LA REALISATION DES OBJECTIFS.
3495f77f-06fa-4d32-81f0-4a8646fe8698,fr,['c6811ae8-76b5-4032-8ac7-2ff776f6692a'],"16 - PAIX, JUSTICE ET INSTITUTIONS EFFICACES."
83fd1b5c-b72c-4921-a0b3-c5661073922b,fr,['c6811ae8-76b5-4032-8ac7-2ff776f6692a'],6 - EAU PROPRE ET ASSAINISSEMENT
c0a0e070-f640-46d8-8773-49e1d27465b8,fr,['c6811ae8-76b5-4032-8ac7-2ff776f6692a'],10 - INEGALITES REDUITES
89181298-b8a2-4f09-88d7-855c6f972850,fr,['c6811ae8-76b5-4032-8ac7-2ff776f6692a'],"16 - PAIX, JUSTICE ET INSTITUTIONS EFFICACES."
b9b85e1f-6cb2-47df-b3bc-4a9a8a3cf469,fr,['c6811ae8-76b5-4032-8ac7-2ff776f6692a'],6 - EAU PROPRE ET ASSAINISSEMENT.
9f572633-0166-44f5-87e8-f27ca99674d0,fr,['c6811ae8-76b5-4032-8ac7-2ff776f6692a'],"16 - PAIX, JUSTICE ET INSTITUTIONS EFFICACES"
0a056776-c23f-4796-bbea-78ef0cdad72b,fr,['c6811ae8-76b5-4032-8ac7-2ff776f6692a'],10 - INEGALITES REDUITES
583a033a-4981-4d32-9a04-0f5592341dbd,fr,['c6811ae8-76b5-4032-8ac7-2ff776f6692a'],17 - PARTENARIATS POUR LA REALISATION DES OBJECTIFS.
a4a2d0cd-2d39-4d6c-bbf5-1b001826efd5,fr,['c6811ae8-76b5-4032-8ac7-2ff776f6692a'],[6 - EAU PROPRE ET ASSAINISSEMENT]
2914d150-be46-4a3e-a1f0-40404e942323,fr,['c6811ae8-76b5-4032-8ac7-2ff776f6692a'],12 - CONSOMMATION ET PRODUCTION RESPONSABLES
048076cd-642f-4911-b090-bfecbc51a809,fr,['c6811ae8-76b5-4032-8ac7-2ff776f6692a'],"16 - PAIX, JUSTICE ET INSTITUTIONS EFFICACES."
f9f7d5b3-3bb1-42e3-82d2-a2540b378d04,fr,['c6811ae8-76b5-4032-8ac7-2ff776f6692a'],[3 - BONNE SANTE ET BIEN-ETRE]
2a439a6a-b8c2-449e-b689-005866710b8c,fr,['c6811ae8-76b5-4032-8ac7-2ff776f6692a'],"16 - PAIX, JUSTICE ET INSTITUTIONS EFFICACES"
297bb7ce-0b09-414d-9b06-fabae6cedd3b,fr,['c6811ae8-76b5-4032-8ac7-2ff776f6692a'],"16 - PAIX, JUSTICE ET INSTITUTIONS EFFICACES."
31c62ee1-0ca4-4cee-850b-4063423a3dbc,fr,['c6811ae8-76b5-4032-8ac7-2ff776f6692a'],4 - EDUCATION DE QUALITE
b0f50517-3e78-46a4-98d8-808f4560f9ac,fr,['c6811ae8-76b5-4032-8ac7-2ff776f6692a'],"16 - PAIX, JUSTICE ET INSTITUTIONS EFFICACES"
be188c13-c387-4b38-97d1-f090274b42f8,fr,['c6811ae8-76b5-4032-8ac7-2ff776f6692a'],"16 - PAIX, JUSTICE ET INSTITUTIONS EFFICACES."
0fbe3b41-4527-4f51-865e-931de3588126,fr,['c6811ae8-76b5-4032-8ac7-2ff776f6692a'],"16 - PAIX, JUSTICE ET INSTITUTIONS EFFICACES"
13e9695a-6bf8-452a-a49f-90dd11bc8d03,fr,['c6811ae8-76b5-4032-8ac7-2ff776f6692a'],5 - EGALITE ENTRE LES SEXES
369b9b23-1d8d-4250-be22-06301a0ddbc6,fr,['c6811ae8-76b5-4032-8ac7-2ff776f6692a'],"16 - PAIX, JUSTICE ET INSTITUTIONS EFFICACES"
