annotationId,language,sdg_categories,predicted
31e5b8bc-3955-4b91-b3a9-a1bdc139acb9,ru,"['c6811ae8-76b5-4032-8ac7-2ff776f6692a', '643ad42e-3c61-406e-b262-a380f2f3896a', 'e7c5117a-35f5-45fe-bc24-e685a303ea0b', '11703516-0e35-4299-b3af-f61268f7010a']","5, 16"
7b5500a8-dda0-4213-a8c6-a1a3e98cfabc,ru,"['e9531e47-ab5c-4d38-812e-085964133156', 'c6811ae8-76b5-4032-8ac7-2ff776f6692a']","4, 10, 16"
70da3020-3ce2-4000-b15b-b41584900cf6,ru,['c6811ae8-76b5-4032-8ac7-2ff776f6692a'],16
b75122c2-7d70-4054-b9c7-1ce5e1427e6e,ru,"['067c5449-dd51-417b-b22d-3e4e0d8d9909', '8d5e6b09-f3cd-4a1d-9a60-7a5f5ef61627']","5, 16"
a1a37839-0086-433f-9dc6-cf5e19798841,ru,"['e9531e47-ab5c-4d38-812e-085964133156', 'c6811ae8-76b5-4032-8ac7-2ff776f6692a']","16, 17"
2cfd73de-c0ad-4309-8e48-6cbbcdc2f4ac,ru,['e7c5117a-35f5-45fe-bc24-e685a303ea0b'],"10, 16, 17"
a611f5cd-cc05-4c58-a41a-a5cf07f6280d,ru,"['e9531e47-ab5c-4d38-812e-085964133156', '7e7ccfa0-5390-4116-86b2-29c3ec70c971', 'c6811ae8-76b5-4032-8ac7-2ff776f6692a', '067c5449-dd51-417b-b22d-3e4e0d8d9909', '79a90b7f-17a5-49e1-b559-5cae71742a3c', 'e9404795-a5a5-467a-a159-ed35d6aa7f86']","5, 13"
83e264c0-bc8a-4b5d-89e1-6d5194271168,ru,"['067c5449-dd51-417b-b22d-3e4e0d8d9909', 'dbdae16a-c4df-4b87-ab93-ad5cabd3f694']","4, 16"
dd2d26b1-e325-449b-a076-6ea32237f62b,ru,"['c6811ae8-76b5-4032-8ac7-2ff776f6692a', '067c5449-dd51-417b-b22d-3e4e0d8d9909', '983a07e9-46d1-4386-a99b-70da66c69956', '8d5e6b09-f3cd-4a1d-9a60-7a5f5ef61627']","5, 16"
f04c572b-6704-4b22-aa0a-ea5414297030,ru,['643ad42e-3c61-406e-b262-a380f2f3896a'],"3, 10, 16"
0bd45185-7c2e-4974-8f61-83117e4bfff2,ru,"['7b1ca49b-6511-4151-b02b-0e3787a5cf46', 'ed060464-0071-4672-a204-3cce5cc79442', 'd0b094d0-74ff-4f34-91c6-8632e3946ca2', 'dc5a33c9-579f-4606-8f92-dbaab2093444']","4, 16"
099ea765-4602-4e0f-92ab-9007ced0e56f,ru,"['2536e6f2-86fe-4119-abf5-028d3f04b4fd', 'c6811ae8-76b5-4032-8ac7-2ff776f6692a', 'f6d3e735-d023-470f-adf5-be1e00192fbf']",16
c2ed311a-eb48-4b27-9e17-b42d691fcc45,ru,"['95ace236-01b4-4171-b5f7-2a59435fe433', '5de2d533-80be-44d9-8087-4acc3ea1c454', '01109bdb-12eb-4a13-9fbc-69128998caf1', 'd6c1583d-86cb-40eb-9ffa-bd37379cacb3', 'c2bf02ad-370b-444c-b55b-d8c9aa363ad7']","4, 5, 10"
c3d878ca-fc1b-40aa-928b-7b81535c0138,ru,['8d5e6b09-f3cd-4a1d-9a60-7a5f5ef61627'],"5, 16"
c667538e-5d01-4ee6-90dd-2c12617b9e00,ru,['49ceefd1-2e30-4bfe-9f5b-0c0c274873cd'],16
fb3e7a3b-deed-4d85-ac6b-6fe88ef677f2,ru,"['c6811ae8-76b5-4032-8ac7-2ff776f6692a', '4b251831-5fe3-4e31-b821-bcb43fe0f821']",16
4607aad6-92e9-4868-a621-e8f4be2f8b91,ru,"['c6811ae8-76b5-4032-8ac7-2ff776f6692a', '983a07e9-46d1-4386-a99b-70da66c69956', '4b251831-5fe3-4e31-b821-bcb43fe0f821', 'e7c5117a-35f5-45fe-bc24-e685a303ea0b']",16
5491e11f-ed84-431e-95aa-e3f48e7fbfe7,ru,"['7b1ca49b-6511-4151-b02b-0e3787a5cf46', 'c6811ae8-76b5-4032-8ac7-2ff776f6692a', 'ed844d5d-9a5e-4a96-b22f-66cbf8bf4056', '983a07e9-46d1-4386-a99b-70da66c69956', 'd0b094d0-74ff-4f34-91c6-8632e3946ca2', 'c2bf02ad-370b-444c-b55b-d8c9aa363ad7', 'e7c5117a-35f5-45fe-bc24-e685a303ea0b', 'e63690e7-136c-4198-9c25-f7711f52d0ca']","3, 10, 16"
68a980c8-4b81-4f28-84b8-08cdbf31fee3,ru,"['e9531e47-ab5c-4d38-812e-085964133156', 'c6811ae8-76b5-4032-8ac7-2ff776f6692a']",16
b858c0d2-958a-43a6-8721-80064e07d3e7,ru,"['d6c87dde-7d52-4f5c-895d-15779bc7cc27', '44410386-7f17-4b43-82d2-1dbfb68cfa8f', '95ace236-01b4-4171-b5f7-2a59435fe433', 'c2bf02ad-370b-444c-b55b-d8c9aa363ad7']",3
7e9499aa-066f-4c6c-afff-61de4ba47650,ru,"['c6811ae8-76b5-4032-8ac7-2ff776f6692a', 'e7c5117a-35f5-45fe-bc24-e685a303ea0b']","16, 10"
4c8e1525-f00a-49fc-8159-768bc212f8c0,ru,"['ed060464-0071-4672-a204-3cce5cc79442', '72887e23-759b-4735-aaa6-c5caf56c087f']","16, 17"
020bb47f-69ec-4902-967a-fb5c461dc328,ru,"['8de2f1d5-844e-4aac-8924-0fb9f8d5e743', '468a8c03-8214-4e21-baf8-1a996adb3dc5', '7e7ccfa0-5390-4116-86b2-29c3ec70c971', '79a90b7f-17a5-49e1-b559-5cae71742a3c', '984c484b-5aeb-4c11-afcd-644f9a4dcabc']","5, 13"
5b66b028-1f5b-4b5c-b0dc-71aec38d87bd,ru,"['c6811ae8-76b5-4032-8ac7-2ff776f6692a', 'e7c5117a-35f5-45fe-bc24-e685a303ea0b']",16
7a324e99-aad5-45fb-aaa2-35ed409d6739,ru,"['e9531e47-ab5c-4d38-812e-085964133156', '80e68c13-372c-4c2f-9d74-20af20542ade']","10, 16"
798561f6-253e-4315-88ec-784acb461c32,ru,"['067c5449-dd51-417b-b22d-3e4e0d8d9909', '8d5e6b09-f3cd-4a1d-9a60-7a5f5ef61627']","5, 16"
a06d8afe-fef4-4177-9266-346e6b1cb37e,ru,"['8de2f1d5-844e-4aac-8924-0fb9f8d5e743', 'c6811ae8-76b5-4032-8ac7-2ff776f6692a', '36f36121-e070-42a0-b7e2-73392e120dc3', 'e7c5117a-35f5-45fe-bc24-e685a303ea0b']","4, 8, 10, 16"
5f6b77ee-dd0f-41f3-9ba8-06837d1f3bed,ru,['d0b094d0-74ff-4f34-91c6-8632e3946ca2'],"5, 16"
a70e9d80-8b4e-49b1-8f2d-407272009664,ru,"['ed060464-0071-4672-a204-3cce5cc79442', '5de2d533-80be-44d9-8087-4acc3ea1c454', 'a9454721-91f4-4686-90c9-618d5ef62ca6', '01109bdb-12eb-4a13-9fbc-69128998caf1', 'd6c1583d-86cb-40eb-9ffa-bd37379cacb3', 'dc5a33c9-579f-4606-8f92-dbaab2093444']","4, 10, 16"
472063f5-4398-4206-ab15-c681ff050964,ru,"['c6811ae8-76b5-4032-8ac7-2ff776f6692a', '4b251831-5fe3-4e31-b821-bcb43fe0f821']","5, 10, 16, 17"
d97caaad-1f5a-45f9-8198-983de17649bb,ru,"['067c5449-dd51-417b-b22d-3e4e0d8d9909', '8d5e6b09-f3cd-4a1d-9a60-7a5f5ef61627']","5, 16"
dcdd26f8-7862-466c-9878-41fc5e5a7fd5,ru,['8d5e6b09-f3cd-4a1d-9a60-7a5f5ef61627'],"5, 16"
e0a1ab2f-ccb4-41d7-ba2b-ec3c00b117b3,ru,"['49ceefd1-2e30-4bfe-9f5b-0c0c274873cd', 'c6811ae8-76b5-4032-8ac7-2ff776f6692a']",16
235d1fea-02f2-498e-a50d-2f08bbc275ef,ru,"['80e68c13-372c-4c2f-9d74-20af20542ade', 'f1fbb47d-e14a-49c1-9241-351173a422f2', '90bb49ef-121f-4892-9378-3836ddd701f1', '250fe016-08f6-4654-b7cb-3dc4c8f9e9f1', 'e5d63311-1e77-41e8-a8c6-4fd67df5dcc8', '36f36121-e070-42a0-b7e2-73392e120dc3', 'f121fd5a-d4b7-423d-8826-73fed0c4f013', '307438a1-f37e-4129-805a-9fc422dfbec0', 'ac1f562a-d6da-42f2-8c8f-bd21fe45075a', 'e9404795-a5a5-467a-a159-ed35d6aa7f86', '2907ea86-1de1-45e1-bafd-fac90fc71c7b']","1, 2, 5, 6, 8, 10, 13, 15"
f2bb085f-fc8f-4a4b-8964-4e83734841a6,ru,"['c6811ae8-76b5-4032-8ac7-2ff776f6692a', '4b251831-5fe3-4e31-b821-bcb43fe0f821']","16, 10"
a95ed49c-3c44-4586-b884-150842f9ec86,ru,"['c6811ae8-76b5-4032-8ac7-2ff776f6692a', 'f6d3e735-d023-470f-adf5-be1e00192fbf']",16
7f1cb4ef-a1aa-4cb4-b80c-cfa59c87f330,ru,['d0b094d0-74ff-4f34-91c6-8632e3946ca2'],16
d65fd589-7166-4d06-9d56-ad4cf7cf108d,ru,"['49ceefd1-2e30-4bfe-9f5b-0c0c274873cd', 'c6811ae8-76b5-4032-8ac7-2ff776f6692a']","16, 17"
9bf5241d-5d0a-4b6d-b658-0152f3dd467b,ru,"['7b1ca49b-6511-4151-b02b-0e3787a5cf46', 'd0b094d0-74ff-4f34-91c6-8632e3946ca2']",16
3d469e5f-96c8-4800-8d27-4c8dda7f8da3,ru,"['7b1ca49b-6511-4151-b02b-0e3787a5cf46', '963a1ce5-afd0-493c-9b2f-42ad0b525f26', '54db2509-dff5-487d-a774-66407f159b42', 'd0b094d0-74ff-4f34-91c6-8632e3946ca2', '11eb0bcd-2319-4b9f-8bdc-f760403da59d']","5, 8, 10, 16"
b78f23aa-824b-4831-bfab-be5b683ab87d,ru,['e7c5117a-35f5-45fe-bc24-e685a303ea0b'],16
a7fbf9b4-6307-4a8b-a3ca-f99269e1c29a,ru,"['c6811ae8-76b5-4032-8ac7-2ff776f6692a', 'e7c5117a-35f5-45fe-bc24-e685a303ea0b']",16
4a5297ed-2604-4b95-b245-9cfba580b37c,ru,"['5de2d533-80be-44d9-8087-4acc3ea1c454', '01109bdb-12eb-4a13-9fbc-69128998caf1']","4, 10"
ee7ff76e-b091-49d8-be4d-7994a307f4e4,ru,"['80e68c13-372c-4c2f-9d74-20af20542ade', '963a1ce5-afd0-493c-9b2f-42ad0b525f26', '54db2509-dff5-487d-a774-66407f159b42', 'e7c5117a-35f5-45fe-bc24-e685a303ea0b', '11703516-0e35-4299-b3af-f61268f7010a']","8, 10"
2a04ed23-bc4f-4f2c-961d-76971e85c7c3,ru,"['067c5449-dd51-417b-b22d-3e4e0d8d9909', '8d5e6b09-f3cd-4a1d-9a60-7a5f5ef61627']","5, 16"
acb1ee0f-ce84-4261-8c76-c8e0d54c4ca2,ru,"['8de2f1d5-844e-4aac-8924-0fb9f8d5e743', '5de2d533-80be-44d9-8087-4acc3ea1c454', '36f36121-e070-42a0-b7e2-73392e120dc3', '785c628c-417f-4fc0-8f01-a091a3ef859a', 'c2bf02ad-370b-444c-b55b-d8c9aa363ad7']","3, 4, 10"
c438575f-be7b-4d3a-b7e2-181255c83de2,ru,"['2a36dc57-af99-48b9-aff9-05b78c9de169', '067c5449-dd51-417b-b22d-3e4e0d8d9909']","5, 16"
14f79ac7-c73e-4032-8129-2879ccbee6e0,ru,"['c6811ae8-76b5-4032-8ac7-2ff776f6692a', 'f1fbb47d-e14a-49c1-9241-351173a422f2', '067c5449-dd51-417b-b22d-3e4e0d8d9909', '5de2d533-80be-44d9-8087-4acc3ea1c454', 'e37f2d31-a240-40d7-96ed-4dd35dc4a608', 'a9454721-91f4-4686-90c9-618d5ef62ca6', '643ad42e-3c61-406e-b262-a380f2f3896a', '11703516-0e35-4299-b3af-f61268f7010a']","4, 5, 10, 16"
47971885-3803-42c4-bbf9-7823be2c8087,ru,"['643ad42e-3c61-406e-b262-a380f2f3896a', '11703516-0e35-4299-b3af-f61268f7010a']","5, 16"
1313c55e-76a2-4927-a3d7-a0d842388e52,ru,"['7b1ca49b-6511-4151-b02b-0e3787a5cf46', '9f978c24-73aa-4f2f-8a3f-2e588bfecc63', '963a1ce5-afd0-493c-9b2f-42ad0b525f26', '5de2d533-80be-44d9-8087-4acc3ea1c454', '01109bdb-12eb-4a13-9fbc-69128998caf1', '643ad42e-3c61-406e-b262-a380f2f3896a', 'c2bf02ad-370b-444c-b55b-d8c9aa363ad7', '11703516-0e35-4299-b3af-f61268f7010a']","3, 4, 10, 16"
a4bc2024-3264-449f-9f3b-5482b97f629f,ru,['c6811ae8-76b5-4032-8ac7-2ff776f6692a'],"16, 17"
e1d83575-aa3e-42b7-862f-92a19c322be0,ru,"['c6811ae8-76b5-4032-8ac7-2ff776f6692a', '230cf054-8930-4115-9e8d-9a9553384bfd']",16
695ba7b5-1653-4e8a-a578-c58328c36281,ru,['8562d0de-71eb-4869-9efb-142224f9d961'],"10, 16"
653a7058-9e3b-4270-b360-9c268d48c0af,ru,"['c6811ae8-76b5-4032-8ac7-2ff776f6692a', '983a07e9-46d1-4386-a99b-70da66c69956', 'e7c5117a-35f5-45fe-bc24-e685a303ea0b']",16
1fa88ad8-8399-4617-bb5d-e655537bcb3e,ru,"['e9531e47-ab5c-4d38-812e-085964133156', 'f121fd5a-d4b7-423d-8826-73fed0c4f013', '996e04ed-8218-402f-9c99-b544c6c3293b', '38cd000f-c0cd-4f20-8409-b9756cd73260']","3, 6, 8, 10, 15, 16"
de61a5cf-c000-4de9-b069-dc46779c4b46,ru,"['c6811ae8-76b5-4032-8ac7-2ff776f6692a', '4b251831-5fe3-4e31-b821-bcb43fe0f821']",16
d3839ce3-3e08-4af8-81c7-58bd76292f46,ru,"['067c5449-dd51-417b-b22d-3e4e0d8d9909', '8d5e6b09-f3cd-4a1d-9a60-7a5f5ef61627']","5, 16"
93dd87c9-6cfd-4aec-b900-a940b9a6cfc2,ru,"['c6811ae8-76b5-4032-8ac7-2ff776f6692a', '4b251831-5fe3-4e31-b821-bcb43fe0f821', 'e7c5117a-35f5-45fe-bc24-e685a303ea0b']",16
4e3cfeaf-fd19-4ad1-b484-070a13b00b71,ru,"['c6811ae8-76b5-4032-8ac7-2ff776f6692a', 'e37f2d31-a240-40d7-96ed-4dd35dc4a608', '643ad42e-3c61-406e-b262-a380f2f3896a', '11703516-0e35-4299-b3af-f61268f7010a']","10, 16"
549b5f5b-288e-409d-bbaf-7e3d6c169043,ru,"['7b1ca49b-6511-4151-b02b-0e3787a5cf46', 'c6811ae8-76b5-4032-8ac7-2ff776f6692a', 'ed844d5d-9a5e-4a96-b22f-66cbf8bf4056', 'd0b094d0-74ff-4f34-91c6-8632e3946ca2']","3, 16"
6c18b2d3-0157-4f22-b91d-e5985a8fddb9,ru,"['2a36dc57-af99-48b9-aff9-05b78c9de169', '067c5449-dd51-417b-b22d-3e4e0d8d9909', 'e9404795-a5a5-467a-a159-ed35d6aa7f86']","5, 16"
a89e81c4-b838-4aaf-a4c8-b26cd73c7fe6,ru,"['7b1ca49b-6511-4151-b02b-0e3787a5cf46', 'd0b094d0-74ff-4f34-91c6-8632e3946ca2']",16
01224703-4fd2-4dad-9844-4486118d89d9,ru,"['7b1ca49b-6511-4151-b02b-0e3787a5cf46', '8de2f1d5-844e-4aac-8924-0fb9f8d5e743', 'd6c87dde-7d52-4f5c-895d-15779bc7cc27', '44410386-7f17-4b43-82d2-1dbfb68cfa8f', '95ace236-01b4-4171-b5f7-2a59435fe433', '9f978c24-73aa-4f2f-8a3f-2e588bfecc63', 'c6811ae8-76b5-4032-8ac7-2ff776f6692a', '90bb49ef-121f-4892-9378-3836ddd701f1', 'ed060464-0071-4672-a204-3cce5cc79442', '067c5449-dd51-417b-b22d-3e4e0d8d9909', '54db2509-dff5-487d-a774-66407f159b42', '36f36121-e070-42a0-b7e2-73392e120dc3', '785c628c-417f-4fc0-8f01-a091a3ef859a', 'dbdae16a-c4df-4b87-ab93-ad5cabd3f694', 'b0b9f1b3-73c6-4c1a-973f-c3a5ba9bbcb2', '72887e23-759b-4735-aaa6-c5caf56c087f', 'c2bf02ad-370b-444c-b55b-d8c9aa363ad7']","3, 10"
e68068f5-b0c8-4792-b372-d8b1ded4f772,ru,"['7b1ca49b-6511-4151-b02b-0e3787a5cf46', 'd0b094d0-74ff-4f34-91c6-8632e3946ca2']","8, 10, 16"
f2ffdc3e-2ab7-49b5-a2fb-8ff42fabd546,ru,"['7b1ca49b-6511-4151-b02b-0e3787a5cf46', '5de2d533-80be-44d9-8087-4acc3ea1c454', '54db2509-dff5-487d-a774-66407f159b42', '01109bdb-12eb-4a13-9fbc-69128998caf1', '785c628c-417f-4fc0-8f01-a091a3ef859a', '643ad42e-3c61-406e-b262-a380f2f3896a', 'c2bf02ad-370b-444c-b55b-d8c9aa363ad7', '11703516-0e35-4299-b3af-f61268f7010a', '11eb0bcd-2319-4b9f-8bdc-f760403da59d']","3, 4, 5, 8, 10, 16"
4365ed17-f81c-4c7b-9ae5-777d0e7caf43,ru,"['c6811ae8-76b5-4032-8ac7-2ff776f6692a', '4b251831-5fe3-4e31-b821-bcb43fe0f821']",16
e5d2bcd4-dcb6-4c7c-8496-165f212665ae,ru,"['5de2d533-80be-44d9-8087-4acc3ea1c454', '01109bdb-12eb-4a13-9fbc-69128998caf1', '4c1e0da6-9876-4847-b983-a850a9b22bcc', 'd6c1583d-86cb-40eb-9ffa-bd37379cacb3']","4, 10"
be3acdde-d578-465c-a1ab-ec6cb19b0433,ru,"['908b55fe-ae6e-4fc6-a36c-6ce18744119f', '785c628c-417f-4fc0-8f01-a091a3ef859a']",1
d2d0bef6-3161-4c83-9881-1defbc8d817b,ru,['11703516-0e35-4299-b3af-f61268f7010a'],"5, 10, 16"
3995c2bc-396a-4b40-a29b-3b24b55e6c22,ru,"['c6811ae8-76b5-4032-8ac7-2ff776f6692a', 'e37f2d31-a240-40d7-96ed-4dd35dc4a608', '643ad42e-3c61-406e-b262-a380f2f3896a', 'f6d3e735-d023-470f-adf5-be1e00192fbf', 'e7c5117a-35f5-45fe-bc24-e685a303ea0b', '11703516-0e35-4299-b3af-f61268f7010a']","10, 16"
ba373d25-16cb-4458-9348-75522e0dfa5c,ru,"['c6811ae8-76b5-4032-8ac7-2ff776f6692a', 'e7c5117a-35f5-45fe-bc24-e685a303ea0b']","1, 10, 16, 17"
7054f997-10c3-4038-8267-53a5bf97f2aa,ru,"['49ceefd1-2e30-4bfe-9f5b-0c0c274873cd', 'c6811ae8-76b5-4032-8ac7-2ff776f6692a']","16, 17"
d4b7fbc7-3e76-454f-9d73-eac6e76bcff9,ru,"['7b1ca49b-6511-4151-b02b-0e3787a5cf46', 'c6811ae8-76b5-4032-8ac7-2ff776f6692a', 'ed060464-0071-4672-a204-3cce5cc79442', '067c5449-dd51-417b-b22d-3e4e0d8d9909', 'ed844d5d-9a5e-4a96-b22f-66cbf8bf4056', '8d5e6b09-f3cd-4a1d-9a60-7a5f5ef61627', 'd0b094d0-74ff-4f34-91c6-8632e3946ca2', 'dbdae16a-c4df-4b87-ab93-ad5cabd3f694', '72887e23-759b-4735-aaa6-c5caf56c087f']","5, 16"
97b83dbc-2502-42f4-b3dc-87a37ca55339,ru,['c6811ae8-76b5-4032-8ac7-2ff776f6692a'],16
ad8dc60d-7506-4b2d-b00e-dd1742373cd7,ru,"['067c5449-dd51-417b-b22d-3e4e0d8d9909', 'd7f75855-7c90-4e85-a74e-49f0a60b2b44']","5, 16"
1b8b77e9-1ecc-47ef-b552-44d4481f674e,ru,"['ed060464-0071-4672-a204-3cce5cc79442', 'dc5a33c9-579f-4606-8f92-dbaab2093444']","10, 16"
798c1c49-15f7-44d4-b6be-88be6602ae82,ru,"['963a1ce5-afd0-493c-9b2f-42ad0b525f26', '54db2509-dff5-487d-a774-66407f159b42', 'd0b094d0-74ff-4f34-91c6-8632e3946ca2', '11eb0bcd-2319-4b9f-8bdc-f760403da59d']","8, 10, 16"
16619832-3b06-439e-9401-62fa04e9c856,ru,"['e9531e47-ab5c-4d38-812e-085964133156', '7b1ca49b-6511-4151-b02b-0e3787a5cf46', 'c6811ae8-76b5-4032-8ac7-2ff776f6692a', '067c5449-dd51-417b-b22d-3e4e0d8d9909', '54db2509-dff5-487d-a774-66407f159b42', 'e9404795-a5a5-467a-a159-ed35d6aa7f86']","5, 8, 10, 16"
67c23744-f608-4823-bc29-0c8b14eb554d,ru,"['8562d0de-71eb-4869-9efb-142224f9d961', '963a1ce5-afd0-493c-9b2f-42ad0b525f26', 'dc5a33c9-579f-4606-8f92-dbaab2093444']","10, 16, 17"
9c128ad1-a6ac-422c-bdf1-66d8ddedc476,ru,"['5de2d533-80be-44d9-8087-4acc3ea1c454', 'd6c1583d-86cb-40eb-9ffa-bd37379cacb3']","4, 10"
4f4c5d25-e9b9-4e18-91ca-75a921a80025,ru,['f6d3e735-d023-470f-adf5-be1e00192fbf'],16
3d0dab5b-774a-4ea8-9026-17fabff3d98e,ru,"['8de2f1d5-844e-4aac-8924-0fb9f8d5e743', '80e68c13-372c-4c2f-9d74-20af20542ade', '643ad42e-3c61-406e-b262-a380f2f3896a']","3, 10, 16"
45619513-cbad-432a-898c-5fd4eae5a97c,ru,"['2a36dc57-af99-48b9-aff9-05b78c9de169', '067c5449-dd51-417b-b22d-3e4e0d8d9909', 'e9404795-a5a5-467a-a159-ed35d6aa7f86']","5, 16"
