language_1,language_2,similarity,feature_set
deu,lav,0.7649463099740118,inventory_knn
deu,est,0.7699483832183253,inventory_knn
deu,isl,0.7548294124240689,inventory_knn
deu,zho,0.6735753140545634,inventory_knn
deu,ara,0.6601095976056279,inventory_knn
deu,tur,0.7419408268023739,inventory_knn
deu,hin,0.6864930642568263,inventory_knn
deu,ben,0.6324555320336757,inventory_knn
deu,jpn,0.6604006604009904,inventory_knn
deu,kor,0.674236304714152,inventory_knn
deu,rus,0.7033533126053655,inventory_knn
deu,urd,0.7120653320005385,inventory_knn
deu,vie,0.7219948723811555,inventory_knn
deu,tha,0.6982972487551755,inventory_knn
deu,ind,0.7020117611696494,inventory_knn
deu,fas,0.6982972487551755,inventory_knn
spa,ita,0.7129310462392063,inventory_knn
spa,nld,0.6501088442976009,inventory_knn
spa,por,0.7396705090823067,inventory_knn
spa,pol,0.7391491482878365,inventory_knn
spa,swe,0.568057281997381,inventory_knn
spa,dan,0.6230559828490334,inventory_knn
spa,nor,0.5625686771261944,inventory_knn
spa,fin,0.6580901965284981,inventory_knn
spa,ell,0.7537023463481828,inventory_knn
spa,ron,0.7037315505489967,inventory_knn
spa,mlt,0.7142857142857142,inventory_knn
spa,hun,0.6959780040057304,inventory_knn
spa,ces,0.6669240172520741,inventory_knn
spa,slk,0.7428571428571428,inventory_knn
spa,bul,0.6857142857142857,inventory_knn
spa,hrv,0.7888106377466155,inventory_knn
spa,lit,0.6948792289723034,inventory_knn
spa,lav,0.7428571428571428,inventory_knn
spa,est,0.6495983543529201,inventory_knn
spa,isl,0.7217549671170538,inventory_knn
spa,zho,0.5750546327852951,inventory_knn
spa,ara,0.6410477745379991,inventory_knn
spa,tur,0.5738045840530311,inventory_knn
spa,hin,0.5698028822981897,inventory_knn
spa,ben,0.6047431568147635,inventory_knn
spa,jpn,0.6071767407189161,inventory_knn
spa,kor,0.6391355165332376,inventory_knn
spa,rus,0.6957252427829379,inventory_knn
spa,urd,0.598056818096707,inventory_knn
spa,vie,0.6163920909019223,inventory_knn
spa,tha,0.6781326902444914,inventory_knn
spa,ind,0.7578647467450734,inventory_knn
spa,fas,0.7042147167923564,inventory_knn
ita,nld,0.7798989061877764,inventory_knn
ita,por,0.8518473437045418,inventory_knn
ita,pol,0.709372428713396,inventory_knn
ita,swe,0.6587507331151692,inventory_knn
ita,dan,0.7175473098524099,inventory_knn
ita,nor,0.5624015883323095,inventory_knn
ita,fin,0.7631578947368421,inventory_knn
ita,ell,0.6955186050933213,inventory_knn
ita,ron,0.8572151502191162,inventory_knn
ita,mlt,0.8226127456606227,inventory_knn
ita,hun,0.8163716483922341,inventory_knn
ita,ces,0.7734020832408641,inventory_knn
ita,slk,0.7951923208052686,inventory_knn
ita,bul,0.7677718959499146,inventory_knn
ita,hrv,0.784070202132019,inventory_knn
ita,lit,0.7181848464596079,inventory_knn
ita,lav,0.7951923208052686,inventory_knn
ita,est,0.7273340668525835,inventory_knn
ita,isl,0.74215604399294,inventory_knn
ita,zho,0.6181150999636872,inventory_knn
ita,ara,0.6862103602064364,inventory_knn
ita,tur,0.6508140266182867,inventory_knn
ita,hin,0.6343440269267204,inventory_knn
ita,ben,0.6045635417583431,inventory_knn
ita,jpn,0.6992598560976782,inventory_knn
ita,kor,0.6133878591220647,inventory_knn
ita,rus,0.7511600935007872,inventory_knn
ita,urd,0.6401906392481045,inventory_knn
ita,vie,0.7098727864204515,inventory_knn
ita,tha,0.7509392614826385,inventory_knn
ita,ind,0.7792865001991967,inventory_knn
ita,fas,0.7259079527665505,inventory_knn
nld,por,0.8214799971933826,inventory_knn
nld,pol,0.6650155962172235,inventory_knn
nld,swe,0.7501387219099998,inventory_knn
nld,dan,0.8101084098853824,inventory_knn
nld,nor,0.6285999371515542,inventory_knn
nld,fin,0.7576160802966969,inventory_knn
nld,ell,0.6595999864041637,inventory_knn
nld,ron,0.725844685854063,inventory_knn
nld,mlt,0.7197633633294866,inventory_knn
nld,hun,0.7959970056457053,inventory_knn
nld,ces,0.7677858787011466,inventory_knn
nld,slk,0.7429815363401152,inventory_knn
nld,bul,0.696545190318858,inventory_knn
nld,hrv,0.7325896743930082,inventory_knn
nld,lit,0.6949955884209111,inventory_knn
nld,lav,0.7429815363401152,inventory_knn
nld,est,0.7698352728755213,inventory_knn
nld,isl,0.7331551367789391,inventory_knn
nld,zho,0.6916189900468546,inventory_knn
nld,ara,0.6611912172532104,inventory_knn
nld,tur,0.7206366357788054,inventory_knn
nld,hin,0.7038243972478043,inventory_knn
nld,ben,0.6142951168339514,inventory_knn
nld,jpn,0.6907791960880278,inventory_knn
nld,kor,0.7000400658745747,inventory_knn
nld,rus,0.683157128775741,inventory_knn
nld,urd,0.710311395183256,inventory_knn
nld,vie,0.7413356072232965,inventory_knn
nld,tha,0.7206366357788053,inventory_knn
nld,ind,0.725844685854063,inventory_knn
nld,fas,0.7418318309487704,inventory_knn
por,pol,0.7517493868524991,inventory_knn
por,swe,0.7148814489299586,inventory_knn
por,dan,0.7957449281957796,inventory_knn
por,nor,0.647290715250188,inventory_knn
por,fin,0.7571976388484816,inventory_knn
por,ell,0.7254535502476769,inventory_knn
por,ron,0.7941411209739879,inventory_knn
por,mlt,0.7396705090823067,inventory_knn
por,hun,0.8007912959402324,inventory_knn
por,ces,0.7673618203378691,inventory_knn
por,slk,0.8382932436266143,inventory_knn
por,bul,0.7889818763544605,inventory_knn
por,hrv,0.8265682851547359,inventory_knn
por,lit,0.7610882466238303,inventory_knn
por,lav,0.8382932436266142,inventory_knn
por,est,0.7941411209739878,inventory_knn
por,isl,0.7563028906102196,inventory_knn
por,zho,0.6748901787321354,inventory_knn
por,ara,0.6595744680851064,inventory_knn
por,tur,0.6977311617398327,inventory_knn
por,hin,0.6883951004425777,inventory_knn
por,ben,0.7175608803587864,inventory_knn
por,jpn,0.7335475238871447,inventory_knn
por,kor,0.6714415927956356,inventory_knn
por,rus,0.7504691899113898,inventory_knn
por,urd,0.7145896010104963,inventory_knn
por,vie,0.7446808510638299,inventory_knn
por,tha,0.7877609890611015,inventory_knn
por,ind,0.7941411209739877,inventory_knn
por,fas,0.7427460754004671,inventory_knn
pol,swe,0.656061025261043,inventory_knn
pol,dan,0.6677703836348309,inventory_knn
pol,nor,0.563092506371473,inventory_knn
pol,fin,0.7093724287133959,inventory_knn
pol,ell,0.669589480006975,inventory_knn
pol,ron,0.7502344849205331,inventory_knn
pol,mlt,0.7391491482878365,inventory_knn
pol,hun,0.7144882623443114,inventory_knn
pol,ces,0.7445694406464904,inventory_knn
pol,slk,0.7655473321552593,inventory_knn
pol,bul,0.7127509644204137,inventory_knn
pol,hrv,0.7548398491282626,inventory_knn
pol,lit,0.7161039575709525,inventory_knn
pol,lav,0.7655473321552593,inventory_knn
pol,est,0.6752110364284799,inventory_knn
pol,isl,0.6668557115213574,inventory_knn
pol,zho,0.616324155961227,inventory_knn
pol,ara,0.6606282490521963,inventory_knn
pol,tur,0.6265515005254438,inventory_knn
pol,hin,0.589637041199726,inventory_knn
pol,ben,0.6053062563336346,inventory_knn
pol,jpn,0.6451416204711966,inventory_knn
pol,kor,0.6161953991557161,inventory_knn
pol,rus,0.6963730592072541,inventory_knn
pol,urd,0.616324155961227,inventory_knn
pol,vie,0.6378479646021206,inventory_knn
pol,tha,0.6988459044322257,inventory_knn
pol,ind,0.8252579334125865,inventory_knn
pol,fas,0.7470421737034136,inventory_knn
swe,dan,0.8671321459661006,inventory_knn
swe,nor,0.7184804645770712,inventory_knn
swe,fin,0.7723284457212329,inventory_knn
swe,ell,0.6243797383564962,inventory_knn
swe,ron,0.6726727939963125,inventory_knn
swe,mlt,0.6153953888304962,inventory_knn
swe,hun,0.7260384169902694,inventory_knn
swe,ces,0.6215524949467764,inventory_knn
swe,slk,0.6627334956636113,inventory_knn
swe,bul,0.6390644422470537,inventory_knn
swe,hrv,0.6301260378126043,inventory_knn
swe,lit,0.642070792016569,inventory_knn
swe,lav,0.6864025490801687,inventory_knn
swe,est,0.6950952204628563,inventory_knn
swe,isl,0.7901006302541167,inventory_knn
swe,zho,0.5907173488241971,inventory_knn
swe,ara,0.6127555276542502,inventory_knn
swe,tur,0.6914173051223085,inventory_knn
swe,hin,0.6230853024407228,inventory_knn
swe,ben,0.6679725771574927,inventory_knn
swe,jpn,0.628744318534821,inventory_knn
swe,kor,0.6906138832741961,inventory_knn
swe,rus,0.6003651330350925,inventory_knn
swe,urd,0.6859943405700355,inventory_knn
swe,vie,0.6536058961645337,inventory_knn
swe,tha,0.7130240959073806,inventory_knn
swe,ind,0.6726727939963126,inventory_knn
swe,fas,0.6482037235521643,inventory_knn
dan,nor,0.7974142996067927,inventory_knn
dan,fin,0.8610567718228919,inventory_knn
dan,ell,0.6827243455226344,inventory_knn
dan,ron,0.755507463439817,inventory_knn
dan,mlt,0.672900461476956,inventory_knn
dan,hun,0.7869640632232536,inventory_knn
dan,ces,0.7271792483455795,inventory_knn
dan,slk,0.7725894187328014,inventory_knn
dan,bul,0.7476671794188401,inventory_knn
dan,hrv,0.7372097807744858,inventory_knn
dan,lit,0.7460038465922512,inventory_knn
dan,lav,0.7975116580467628,inventory_knn
dan,est,0.8027266799048055,inventory_knn
dan,isl,0.8319334382645824,inventory_knn
dan,zho,0.6821865008193588,inventory_knn
dan,ara,0.6667052101099774,inventory_knn
dan,tur,0.7735267838285932,inventory_knn
dan,hin,0.6759563566144124,inventory_knn
dan,ben,0.7033391716221727,inventory_knn
dan,jpn,0.6620339266654701,inventory_knn
dan,kor,0.7271792483455795,inventory_knn
dan,rus,0.708010432393843,inventory_knn
dan,urd,0.7223151185146153,inventory_knn
dan,vie,0.7097184494719115,inventory_knn
dan,tha,0.7507759960689288,inventory_knn
dan,ind,0.755507463439817,inventory_knn
dan,fas,0.6825236327899351,inventory_knn
nor,fin,0.7423700965986485,inventory_knn
nor,ell,0.5469992182776682,inventory_knn
nor,ron,0.6217618283580584,inventory_knn
nor,mlt,0.5860090386731193,inventory_knn
nor,hun,0.6767278951005017,inventory_knn
nor,ces,0.5927489783638193,inventory_knn
nor,slk,0.6328897617669687,inventory_knn
nor,bul,0.5860090386731192,inventory_knn
nor,hrv,0.6702627371054853,inventory_knn
nor,lit,0.6797199649629477,inventory_knn
nor,lav,0.6563301233138935,inventory_knn
nor,est,0.6883791671107076,inventory_knn
nor,isl,0.655580148378611,inventory_knn
nor,zho,0.6227523687795277,inventory_knn
nor,ara,0.6270628803986196,inventory_knn
nor,tur,0.663338763391915,inventory_knn
nor,hin,0.7105597124064275,inventory_knn
nor,ben,0.785553319064987,inventory_knn
nor,jpn,0.5728558035947258,inventory_knn
nor,kor,0.7067391665107077,inventory_knn
nor,rus,0.5469992182776682,inventory_knn
nor,urd,0.6982375043891673,inventory_knn
nor,vie,0.5663793758439145,inventory_knn
nor,tha,0.6847367880174606,inventory_knn
nor,ind,0.6883791671107076,inventory_knn
nor,fas,0.5991446895152781,inventory_knn
fin,ell,0.6676978608895885,inventory_knn
fin,ron,0.8052627168725032,inventory_knn
fin,mlt,0.7677718959499145,inventory_knn
fin,hun,0.8658487179917634,inventory_knn
fin,ces,0.7467330458877309,inventory_knn
fin,slk,0.7951923208052686,inventory_knn
fin,bul,0.7677718959499146,inventory_knn
fin,hrv,0.7570332986102253,inventory_knn
fin,lit,0.7438343052617369,inventory_knn
fin,lav,0.7951923208052686,inventory_knn
fin,est,0.8312389335458097,inventory_knn
fin,isl,0.8163716483922341,inventory_knn
fin,zho,0.6843417178169393,inventory_knn
fin,ara,0.7098727864204515,inventory_knn
fin,tur,0.7259079527665505,inventory_knn
fin,hin,0.6780918908527012,inventory_knn
fin,ben,0.6529286250990106,inventory_knn
fin,jpn,0.699259856097678,inventory_knn
fin,kor,0.8000711205939975,inventory_knn
fin,rus,0.7511600935007872,inventory_knn
fin,urd,0.6401906392481045,inventory_knn
fin,vie,0.6388855077784064,inventory_knn
fin,tha,0.8010018789148142,inventory_knn
fin,ind,0.8052627168725032,inventory_knn
fin,fas,0.7509392614826385,inventory_knn
ell,ron,0.7140055472954165,inventory_knn
ell,mlt,0.6667366910003155,inventory_knn
ell,hun,0.6538322262074268,inventory_knn
ell,ces,0.7048548430432511,inventory_knn
ell,slk,0.7826908981308052,inventory_knn
ell,bul,0.8116794499134277,inventory_knn
ell,hrv,0.7145774380937866,inventory_knn
ell,lit,0.6779076806833005,inventory_knn
ell,lav,0.7826908981308052,inventory_knn
ell,est,0.6865437954763622,inventory_knn
ell,isl,0.7061388043040209,inventory_knn
ell,zho,0.6067880364121375,inventory_knn
ell,ara,0.600375351929112,inventory_knn
ell,tur,0.6351073488299558,inventory_knn
ell,hin,0.6243713415848883,inventory_knn
ell,ben,0.5624409918214051,inventory_knn
ell,jpn,0.6776452139970672,inventory_knn
ell,kor,0.5074954869911408,inventory_knn
ell,rus,0.8235294117647057,inventory_knn
ell,urd,0.6301260378126043,inventory_knn
ell,vie,0.575359712265399,inventory_knn
ell,tha,0.661570155031204,inventory_knn
ell,ind,0.6590820436573077,inventory_knn
ell,fas,0.6615701550312039,inventory_knn
ron,mlt,0.8390645410391884,inventory_knn
ron,hun,0.8546760083846328,inventory_knn
ron,ces,0.7897471897389845,inventory_knn
ron,slk,0.8390645410391884,inventory_knn
ron,bul,0.8390645410391884,inventory_knn
ron,hrv,0.8006407690254356,inventory_knn
ron,lit,0.75955452531275,inventory_knn
ron,lav,0.8661311391372268,inventory_knn
ron,est,0.7435897435897436,inventory_knn
ron,isl,0.7569987502835318,inventory_knn
ron,zho,0.6973018138246543,inventory_knn
ron,ara,0.7474269373872826,inventory_knn
ron,tur,0.6918326955503611,inventory_knn
ron,hin,0.6909336273400488,inventory_knn
ron,ben,0.6445033866354896,inventory_knn
ron,jpn,0.7477565011059661,inventory_knn
ron,kor,0.6581226581158205,inventory_knn
ron,rus,0.8238525545716346,inventory_knn
ron,urd,0.6755111321426339,inventory_knn
ron,vie,0.6539985702138723,inventory_knn
ron,tha,0.7906659377718412,inventory_knn
ron,ind,0.8461538461538461,inventory_knn
ron,fas,0.8153742483272113,inventory_knn
mlt,hun,0.7990858564510238,inventory_knn
mlt,ces,0.7780780201274198,inventory_knn
mlt,slk,0.8,inventory_knn
mlt,bul,0.7714285714285714,inventory_knn
mlt,hrv,0.7888106377466154,inventory_knn
mlt,lit,0.7483314773547882,inventory_knn
mlt,lav,0.8285714285714285,inventory_knn
mlt,est,0.7037315505489968,inventory_knn
mlt,isl,0.6959780040057305,inventory_knn
mlt,zho,0.6210590034081188,inventory_knn
mlt,ara,0.8382932436266143,inventory_knn
mlt,tur,0.6520506636966263,inventory_knn
mlt,hin,0.6609713434659,inventory_knn
mlt,ben,0.6047431568147636,inventory_knn
mlt,jpn,0.7286120888626995,inventory_knn
mlt,kor,0.6669240172520741,inventory_knn
mlt,rus,0.7537023463481828,inventory_knn
mlt,urd,0.598056818096707,inventory_knn
mlt,vie,0.6410477745379991,inventory_knn
mlt,tha,0.7302967433402215,inventory_knn
mlt,ind,0.8390645410391884,inventory_knn
mlt,fas,0.8085428229838166,inventory_knn
hun,ces,0.8022595369022405,inventory_knn
hun,slk,0.8506397826736706,inventory_knn
hun,bul,0.7733088933397005,inventory_knn
hun,hrv,0.8133257084405583,inventory_knn
hun,lit,0.7957006565811797,inventory_knn
hun,lav,0.8248628195623472,inventory_knn
hun,est,0.8058373793340823,inventory_knn
hun,isl,0.7906976744186047,inventory_knn
hun,zho,0.6433252332435134,inventory_knn
hun,ara,0.7340586879452131,inventory_knn
hun,tur,0.7059312080025175,inventory_knn
hun,hin,0.6785757999509484,inventory_knn
hun,ben,0.6365280501724419,inventory_knn
hun,jpn,0.684738794580971,inventory_knn
hun,kor,0.7771889263740455,inventory_knn
hun,rus,0.758445382400615,inventory_knn
hun,urd,0.6433252332435135,inventory_knn
hun,vie,0.6895702826152001,inventory_knn
hun,tha,0.7529932885360187,inventory_knn
hun,ind,0.8058373793340823,inventory_knn
hun,fas,0.7765243288027693,inventory_knn
ces,slk,0.9170205237216018,inventory_knn
ces,bul,0.8336550215650926,inventory_knn
ces,hrv,0.849394767744346,inventory_knn
ces,lit,0.8318003918560583,inventory_knn
ces,lav,0.8614435222839291,inventory_knn
ces,est,0.7370973770897189,inventory_knn
ces,isl,0.6769064842612654,inventory_knn
ces,zho,0.6040404496926219,inventory_knn
ces,ara,0.6714415927956356,inventory_knn
ces,tur,0.7356521196761694,inventory_knn
ces,hin,0.7093617576343562,inventory_knn
ces,ben,0.5636645436052529,inventory_knn
ces,jpn,0.6495924548932419,inventory_knn
ces,kor,0.5675675675675675,inventory_knn
ces,rus,0.8176316179301713,inventory_knn
ces,urd,0.6264123181997561,inventory_knn
ces,vie,0.6714415927956356,inventory_knn
ces,tha,0.6341828617898012,inventory_knn
ces,ind,0.7370973770897189,inventory_knn
ces,fas,0.7102848052045774,inventory_knn
slk,bul,0.9142857142857141,inventory_knn
slk,hrv,0.9296696802013682,inventory_knn
slk,lit,0.8819620983110004,inventory_knn
slk,lav,0.9428571428571427,inventory_knn
slk,est,0.8119979429411501,inventory_knn
slk,isl,0.7475319302283772,inventory_knn
slk,zho,0.6440611887195306,inventory_knn
slk,ara,0.7150148254462299,inventory_knn
slk,tur,0.7302967433402217,inventory_knn
slk,hin,0.7293476893416828,inventory_knn
slk,ben,0.6047431568147635,inventory_knn
slk,jpn,0.6678944147908078,inventory_knn
slk,kor,0.6113470158144012,inventory_knn
slk,rus,0.8696565534786724,inventory_knn
slk,urd,0.6670633740309425,inventory_knn
slk,vie,0.6410477745379991,inventory_knn
slk,tha,0.6781326902444915,inventory_knn
slk,ind,0.8119979429411501,inventory_knn
slk,fas,0.7824607964359517,inventory_knn
bul,hrv,0.8451542547285167,inventory_knn
bul,lit,0.855235974119758,inventory_knn
bul,lav,0.9142857142857141,inventory_knn
bul,est,0.7849313448431118,inventory_knn
bul,isl,0.7217549671170538,inventory_knn
bul,zho,0.6670633740309423,inventory_knn
bul,ara,0.6903591418101529,inventory_knn
bul,tur,0.7042147167923565,inventory_knn
bul,hin,0.7065555740497552,inventory_knn
bul,ben,0.5795455252808152,inventory_knn
bul,jpn,0.6982532518267537,inventory_knn
bul,kor,0.5557700143767283,inventory_knn
bul,rus,0.9566222088265397,inventory_knn
bul,urd,0.6440611887195307,inventory_knn
bul,vie,0.5917364072658454,inventory_knn
bul,tha,0.6781326902444914,inventory_knn
bul,ind,0.7578647467450734,inventory_knn
bul,fas,0.7563787698880865,inventory_knn
hrv,lit,0.8696263565463043,inventory_knn
hrv,lav,0.9296696802013682,inventory_knn
hrv,est,0.8006407690254356,inventory_knn
hrv,isl,0.7116599948854885,inventory_knn
hrv,zho,0.5896919751144688,inventory_knn
hrv,ara,0.705014125573157,inventory_knn
hrv,tur,0.6943650748294137,inventory_knn
hrv,hin,0.7191465199607916,inventory_knn
hrv,ben,0.6211299937499416,inventory_knn
hrv,jpn,0.6286185570937122,inventory_knn
hrv,kor,0.6301961180038695,inventory_knn
hrv,rus,0.800326730665041,inventory_knn
hrv,urd,0.6350528962771201,inventory_knn
hrv,vie,0.607770797907894,inventory_knn
hrv,tha,0.6686478498357316,inventory_knn
hrv,ind,0.8273287946596168,inventory_knn
hrv,fas,0.7715167498104596,inventory_knn
lit,lav,0.8819620983110004,inventory_knn
lit,est,0.7089175569585667,inventory_knn
lit,isl,0.6751399510385767,inventory_knn
lit,zho,0.5809475019311124,inventory_knn
lit,ara,0.7610882466238302,inventory_knn
lit,tur,0.6831300510639734,inventory_knn
lit,hin,0.7462025072446365,inventory_knn
lit,ben,0.6835365551469961,inventory_knn
lit,jpn,0.5963599259594179,inventory_knn
lit,kor,0.6498440561375456,inventory_knn
lit,rus,0.8134892168199607,inventory_knn
lit,urd,0.6239806502223059,inventory_knn
lit,vie,0.6457718456202196,inventory_knn
lit,tha,0.65873254924026,inventory_knn
lit,ind,0.75955452531275,inventory_knn
lit,fas,0.7319250547113999,inventory_knn
lav,est,0.7578647467450734,inventory_knn
lav,isl,0.7733088933397005,inventory_knn
lav,zho,0.6440611887195306,inventory_knn
lav,ara,0.7396705090823067,inventory_knn
lav,tur,0.7042147167923565,inventory_knn
lav,hin,0.7521398046336104,inventory_knn
lav,ben,0.6551384198826605,inventory_knn
lav,jpn,0.6678944147908078,inventory_knn
lav,kor,0.6391355165332376,inventory_knn
lav,rus,0.8696565534786724,inventory_knn
lav,urd,0.6670633740309425,inventory_knn
lav,vie,0.6410477745379991,inventory_knn
lav,tha,0.7042147167923565,inventory_knn
lav,ind,0.8119979429411501,inventory_knn
lav,fas,0.8085428229838166,inventory_knn
est,isl,0.7081601212329814,inventory_knn
est,zho,0.6755111321426339,inventory_knn
est,ara,0.6306414784205197,inventory_knn
est,tur,0.7412493166611012,inventory_knn
est,hin,0.6477502756312957,inventory_knn
est,ben,0.5728918992315463,inventory_knn
est,jpn,0.6902367702516612,inventory_knn
est,kor,0.6844475644404532,inventory_knn
est,rus,0.7414672991144711,inventory_knn
est,urd,0.631929768778593,inventory_knn
est,vie,0.5839272948338146,inventory_knn
est,tha,0.6918326955503611,inventory_knn
est,ind,0.7948717948717949,inventory_knn
est,fas,0.6918326955503611,inventory_knn
isl,zho,0.6433252332435134,inventory_knn
isl,ara,0.6450818772851872,inventory_knn
isl,tur,0.7059312080025175,inventory_knn
isl,hin,0.6374499938933151,inventory_knn
isl,ben,0.6592611948214576,inventory_knn
isl,jpn,0.6573492427977322,inventory_knn
isl,kor,0.7270477053176554,inventory_knn
isl,rus,0.6799855152557238,inventory_knn
isl,urd,0.6848300870011595,inventory_knn
isl,vie,0.6895702826152001,inventory_knn
isl,tha,0.7529932885360187,inventory_knn
isl,ind,0.7325794357582566,inventory_knn
isl,fas,0.7059312080025175,inventory_knn
zho,ara,0.6550404675929549,inventory_knn
zho,tur,0.5879447357921312,inventory_knn
zho,hin,0.6789276551612559,inventory_knn
zho,ben,0.6288666400985241,inventory_knn
zho,jpn,0.65991201759609,inventory_knn
zho,kor,0.6711560552140243,inventory_knn
zho,rus,0.6301260378126043,inventory_knn
zho,urd,0.6851851851851851,inventory_knn
zho,vie,0.615341045314594,inventory_knn
zho,tha,0.6509388146270024,inventory_knn
zho,ind,0.7190924955066749,inventory_knn
zho,fas,0.734930919740164,inventory_knn
ara,tur,0.6527162480791984,inventory_knn
ara,hin,0.7670688262074435,inventory_knn
ara,ben,0.6523280730534422,inventory_knn
ara,jpn,0.6287550204746954,inventory_knn
ara,kor,0.6474615359100773,inventory_knn
ara,rus,0.650406631256538,inventory_knn
ara,urd,0.6550404675929549,inventory_knn
ara,vie,0.6170212765957448,inventory_knn
ara,tha,0.6977311617398327,inventory_knn
ara,ind,0.7707840291806352,inventory_knn
ara,fas,0.8102684458914187,inventory_knn
tur,hin,0.6449940433967712,inventory_knn
tur,ben,0.5980568180967071,inventory_knn
tur,jpn,0.665128794568432,inventory_knn
tur,kor,0.6088155473182092,inventory_knn
tur,rus,0.661570155031204,inventory_knn
tur,urd,0.6089427620704216,inventory_knn
tur,vie,0.6977311617398327,inventory_knn
tur,tha,0.642857142857143,inventory_knn
tur,ind,0.6918326955503611,inventory_knn
tur,fas,0.6904761904761907,inventory_knn
hin,ben,0.7638287395970014,inventory_knn
hin,jpn,0.6054493496206036,inventory_knn
hin,kor,0.5985239830039879,inventory_knn
hin,rus,0.6706210705911764,inventory_knn
hin,urd,0.7890240316738921,inventory_knn
hin,vie,0.5900529432364952,inventory_knn
hin,tha,0.6658003028611832,inventory_knn
hin,ind,0.6909336273400487,inventory_knn
hin,fas,0.7490253407188311,inventory_knn
ben,jpn,0.6961234183821656,inventory_knn
ben,kor,0.6862003139542209,inventory_knn
ben,rus,0.5368754921931593,inventory_knn
ben,urd,0.7911548052852402,inventory_knn
ben,vie,0.6740723421552236,inventory_knn
ben,tha,0.7590721152765898,inventory_knn
