language_1,language_2,similarity,feature_set
dan,isl,0.0,phonology_average
dan,zho,0.0,phonology_average
dan,ara,0.0,phonology_average
dan,tur,0.0,phonology_average
dan,hin,0.0,phonology_average
dan,ben,0.0,phonology_average
dan,jpn,0.0,phonology_average
dan,kor,0.0,phonology_average
dan,rus,0.0,phonology_average
dan,urd,0.0,phonology_average
dan,vie,0.0,phonology_average
dan,tha,0.0,phonology_average
dan,ind,0.0,phonology_average
dan,fas,0.0,phonology_average
nor,fin,0.8581163303210333,phonology_average
nor,ell,0.8,phonology_average
nor,ron,0.7826237921249264,phonology_average
nor,mlt,0.0,phonology_average
nor,hun,0.9,phonology_average
nor,ces,0.0,phonology_average
nor,slk,0.0,phonology_average
nor,bul,0.8432740427115678,phonology_average
nor,hrv,0.0,phonology_average
nor,lit,0.7826237921249264,phonology_average
nor,lav,0.9,phonology_average
nor,est,0.0,phonology_average
nor,isl,0.0,phonology_average
nor,zho,0.8215838362577493,phonology_average
nor,ara,0.6531972647421808,phonology_average
nor,tur,0.9,phonology_average
nor,hin,0.8,phonology_average
nor,ben,0.9358192003574066,phonology_average
nor,jpn,0.6758378183830472,phonology_average
nor,kor,0.6708203932499369,phonology_average
nor,rus,0.8432740427115678,phonology_average
nor,urd,0.0,phonology_average
nor,vie,0.7302967433402217,phonology_average
nor,tha,0.8581163303210333,phonology_average
nor,ind,0.762770071396474,phonology_average
nor,fas,0.762770071396474,phonology_average
fin,ell,0.8581163303210333,phonology_average
fin,ron,0.8528028654224417,phonology_average
fin,mlt,0.0,phonology_average
fin,hun,0.9534625892455925,phonology_average
fin,ces,0.0,phonology_average
fin,slk,0.0,phonology_average
fin,bul,0.9045340337332909,phonology_average
fin,hrv,0.0,phonology_average
fin,lit,0.8528028654224417,phonology_average
fin,lav,0.8581163303210333,phonology_average
fin,est,0.0,phonology_average
fin,isl,0.0,phonology_average
fin,zho,0.8703882797784892,phonology_average
fin,ara,0.7006490497453707,phonology_average
fin,tur,0.9534625892455925,phonology_average
fin,hin,0.8581163303210333,phonology_average
fin,ben,0.8397822097303649,phonology_average
fin,jpn,0.6443860762255926,phonology_average
fin,kor,0.7462025072446364,phonology_average
fin,rus,0.9045340337332909,phonology_average
fin,urd,0.0,phonology_average
fin,vie,0.7833494518006403,phonology_average
fin,tha,0.8181818181818182,phonology_average
fin,ind,0.9090909090909092,phonology_average
fin,fas,0.8181818181818182,phonology_average
ell,ron,0.8944271909999159,phonology_average
ell,mlt,0.0,phonology_average
ell,hun,0.9,phonology_average
ell,ces,0.0,phonology_average
ell,slk,0.0,phonology_average
ell,bul,0.9486832980505138,phonology_average
ell,hrv,0.0,phonology_average
ell,lit,0.8944271909999159,phonology_average
ell,lav,0.9,phonology_average
ell,est,0.0,phonology_average
ell,isl,0.0,phonology_average
ell,zho,0.7302967433402217,phonology_average
ell,ara,0.7348469228349533,phonology_average
ell,tur,0.9,phonology_average
ell,hin,0.9,phonology_average
ell,ben,0.8807710121010885,phonology_average
ell,jpn,0.6758378183830472,phonology_average
ell,kor,0.6708203932499369,phonology_average
ell,rus,0.9486832980505138,phonology_average
ell,urd,0.0,phonology_average
ell,vie,0.7302967433402217,phonology_average
ell,tha,0.762770071396474,phonology_average
ell,ind,0.8581163303210333,phonology_average
ell,fas,0.8581163303210333,phonology_average
ron,mlt,0.0,phonology_average
ron,hun,0.8944271909999159,phonology_average
ron,ces,0.0,phonology_average
ron,slk,0.0,phonology_average
ron,bul,0.9428090415820632,phonology_average
ron,hrv,0.0,phonology_average
ron,lit,0.8749999999999998,phonology_average
ron,lav,0.8944271909999159,phonology_average
ron,est,0.0,phonology_average
ron,isl,0.0,phonology_average
ron,zho,0.7144345083117603,phonology_average
ron,ara,0.7302967433402213,phonology_average
ron,tur,0.8944271909999159,phonology_average
ron,hin,0.8944271909999159,phonology_average
ron,ben,0.8616404368553291,phonology_average
ron,jpn,0.6974858324629156,phonology_average
ron,kor,0.6249999999999999,phonology_average
ron,rus,0.9428090415820632,phonology_average
ron,urd,0.0,phonology_average
ron,vie,0.7144345083117603,phonology_average
ron,tha,0.7462025072446364,phonology_average
ron,ind,0.8528028654224417,phonology_average
ron,fas,0.8528028654224417,phonology_average
mlt,hun,0.0,phonology_average
mlt,ces,0.0,phonology_average
mlt,slk,0.0,phonology_average
mlt,bul,0.0,phonology_average
mlt,hrv,0.0,phonology_average
mlt,lit,0.0,phonology_average
mlt,lav,0.0,phonology_average
mlt,est,0.0,phonology_average
mlt,isl,0.0,phonology_average
mlt,zho,0.0,phonology_average
mlt,ara,0.0,phonology_average
mlt,tur,0.0,phonology_average
mlt,hin,0.0,phonology_average
mlt,ben,0.0,phonology_average
mlt,jpn,0.0,phonology_average
mlt,kor,0.0,phonology_average
mlt,rus,0.0,phonology_average
mlt,urd,0.0,phonology_average
mlt,vie,0.0,phonology_average
mlt,tha,0.0,phonology_average
mlt,ind,0.0,phonology_average
mlt,fas,0.0,phonology_average
hun,ces,0.0,phonology_average
hun,slk,0.0,phonology_average
hun,bul,0.9486832980505138,phonology_average
hun,hrv,0.0,phonology_average
hun,lit,0.8944271909999159,phonology_average
hun,lav,0.9,phonology_average
hun,est,0.0,phonology_average
hun,isl,0.0,phonology_average
hun,zho,0.8215838362577493,phonology_average
hun,ara,0.7348469228349533,phonology_average
hun,tur,1.0,phonology_average
hun,hin,0.9,phonology_average
hun,ben,0.8807710121010885,phonology_average
hun,jpn,0.6758378183830472,phonology_average
hun,kor,0.6708203932499369,phonology_average
hun,rus,0.9486832980505138,phonology_average
hun,urd,0.0,phonology_average
hun,vie,0.7302967433402217,phonology_average
hun,tha,0.762770071396474,phonology_average
hun,ind,0.8581163303210333,phonology_average
hun,fas,0.8581163303210333,phonology_average
ces,slk,0.0,phonology_average
ces,bul,0.0,phonology_average
ces,hrv,0.0,phonology_average
ces,lit,0.0,phonology_average
ces,lav,0.0,phonology_average
ces,est,0.0,phonology_average
ces,isl,0.0,phonology_average
ces,zho,0.0,phonology_average
ces,ara,0.0,phonology_average
ces,tur,0.0,phonology_average
ces,hin,0.0,phonology_average
ces,ben,0.0,phonology_average
ces,jpn,0.0,phonology_average
ces,kor,0.0,phonology_average
ces,rus,0.0,phonology_average
ces,urd,0.0,phonology_average
ces,vie,0.0,phonology_average
ces,tha,0.0,phonology_average
ces,ind,0.0,phonology_average
ces,fas,0.0,phonology_average
slk,bul,0.0,phonology_average
slk,hrv,0.0,phonology_average
slk,lit,0.0,phonology_average
slk,lav,0.0,phonology_average
slk,est,0.0,phonology_average
slk,isl,0.0,phonology_average
slk,zho,0.0,phonology_average
slk,ara,0.0,phonology_average
slk,tur,0.0,phonology_average
slk,hin,0.0,phonology_average
slk,ben,0.0,phonology_average
slk,jpn,0.0,phonology_average
slk,kor,0.0,phonology_average
slk,rus,0.0,phonology_average
slk,urd,0.0,phonology_average
slk,vie,0.0,phonology_average
slk,tha,0.0,phonology_average
slk,ind,0.0,phonology_average
slk,fas,0.0,phonology_average
bul,hrv,0.0,phonology_average
bul,lit,0.9428090415820634,phonology_average
bul,lav,0.9486832980505138,phonology_average
bul,est,0.0,phonology_average
bul,isl,0.0,phonology_average
bul,zho,0.769800358919501,phonology_average
bul,ara,0.7745966692414834,phonology_average
bul,tur,0.9486832980505138,phonology_average
bul,hin,0.9486832980505138,phonology_average
bul,ben,0.9284141650970552,phonology_average
bul,jpn,0.7123956116565482,phonology_average
bul,kor,0.7071067811865475,phonology_average
bul,rus,0.9999999999999998,phonology_average
bul,urd,0.0,phonology_average
bul,vie,0.769800358919501,phonology_average
bul,tha,0.8040302522073697,phonology_average
bul,ind,0.9045340337332909,phonology_average
bul,fas,0.9045340337332909,phonology_average
hrv,lit,0.0,phonology_average
hrv,lav,0.0,phonology_average
hrv,est,0.0,phonology_average
hrv,isl,0.0,phonology_average
hrv,zho,0.0,phonology_average
hrv,ara,0.0,phonology_average
hrv,tur,0.0,phonology_average
hrv,hin,0.0,phonology_average
hrv,ben,0.0,phonology_average
hrv,jpn,0.0,phonology_average
hrv,kor,0.0,phonology_average
hrv,rus,0.0,phonology_average
hrv,urd,0.0,phonology_average
hrv,vie,0.0,phonology_average
hrv,tha,0.0,phonology_average
hrv,ind,0.0,phonology_average
hrv,fas,0.0,phonology_average
lit,lav,0.8944271909999159,phonology_average
lit,est,0.0,phonology_average
lit,isl,0.0,phonology_average
lit,zho,0.7144345083117603,phonology_average
lit,ara,0.7302967433402213,phonology_average
lit,tur,0.8944271909999159,phonology_average
lit,hin,0.8944271909999159,phonology_average
lit,ben,0.8616404368553291,phonology_average
lit,jpn,0.7556096518348253,phonology_average
lit,kor,0.6249999999999999,phonology_average
lit,rus,0.9428090415820634,phonology_average
lit,urd,0.0,phonology_average
lit,vie,0.7144345083117603,phonology_average
lit,tha,0.7462025072446364,phonology_average
lit,ind,0.8528028654224417,phonology_average
lit,fas,0.8528028654224417,phonology_average
lav,est,0.0,phonology_average
lav,isl,0.0,phonology_average
lav,zho,0.8215838362577493,phonology_average
lav,ara,0.7348469228349533,phonology_average
lav,tur,0.9,phonology_average
lav,hin,0.9,phonology_average
lav,ben,0.9358192003574066,phonology_average
lav,jpn,0.7798128673650545,phonology_average
lav,kor,0.6708203932499369,phonology_average
lav,rus,0.9486832980505138,phonology_average
lav,urd,0.0,phonology_average
lav,vie,0.8215838362577493,phonology_average
lav,tha,0.8581163303210333,phonology_average
lav,ind,0.8581163303210333,phonology_average
lav,fas,0.8581163303210333,phonology_average
est,isl,0.0,phonology_average
est,zho,0.0,phonology_average
est,ara,0.0,phonology_average
est,tur,0.0,phonology_average
est,hin,0.0,phonology_average
est,ben,0.0,phonology_average
est,jpn,0.0,phonology_average
est,kor,0.0,phonology_average
est,rus,0.0,phonology_average
est,urd,0.0,phonology_average
est,vie,0.0,phonology_average
est,tha,0.0,phonology_average
est,ind,0.0,phonology_average
est,fas,0.0,phonology_average
isl,zho,0.0,phonology_average
isl,ara,0.0,phonology_average
isl,tur,0.0,phonology_average
isl,hin,0.0,phonology_average
isl,ben,0.0,phonology_average
isl,jpn,0.0,phonology_average
isl,kor,0.0,phonology_average
isl,rus,0.0,phonology_average
isl,urd,0.0,phonology_average
isl,vie,0.0,phonology_average
isl,tha,0.0,phonology_average
isl,ind,0.0,phonology_average
isl,fas,0.0,phonology_average
zho,ara,0.5962847939999439,phonology_average
zho,tur,0.8215838362577493,phonology_average
zho,hin,0.7302967433402217,phonology_average
zho,ben,0.7537783614444092,phonology_average
zho,jpn,0.6169526972391244,phonology_average
zho,kor,0.7144345083117604,phonology_average
zho,rus,0.769800358919501,phonology_average
zho,urd,0.0,phonology_average
zho,vie,0.916666666666667,phonology_average
zho,tha,0.8703882797784892,phonology_average
zho,ind,0.8703882797784892,phonology_average
zho,fas,0.6963106238227914,phonology_average
ara,tur,0.7348469228349533,phonology_average
ara,hin,0.7348469228349533,phonology_average
ara,ben,0.7191465199607914,phonology_average
ara,jpn,0.721609811962615,phonology_average
ara,kor,0.547722557505166,phonology_average
ara,rus,0.7745966692414834,phonology_average
ara,urd,0.0,phonology_average
ara,vie,0.5962847939999439,phonology_average
ara,tha,0.6227991553292184,phonology_average
ara,ind,0.7006490497453707,phonology_average
ara,fas,0.8563488385776753,phonology_average
tur,hin,0.9,phonology_average
tur,ben,0.8807710121010885,phonology_average
tur,jpn,0.6758378183830472,phonology_average
tur,kor,0.6708203932499369,phonology_average
tur,rus,0.9486832980505138,phonology_average
tur,urd,0.0,phonology_average
tur,vie,0.7302967433402217,phonology_average
tur,tha,0.762770071396474,phonology_average
tur,ind,0.8581163303210333,phonology_average
tur,fas,0.8581163303210333,phonology_average
hin,ben,0.8807710121010885,phonology_average
hin,jpn,0.6758378183830472,phonology_average
hin,kor,0.6708203932499369,phonology_average
hin,rus,0.9486832980505138,phonology_average
hin,urd,0.0,phonology_average
hin,vie,0.7302967433402217,phonology_average
hin,tha,0.762770071396474,phonology_average
hin,ind,0.8581163303210333,phonology_average
hin,fas,0.8581163303210333,phonology_average
ben,jpn,0.686836568438571,phonology_average
ben,kor,0.7385489458759964,phonology_average
ben,rus,0.9284141650970552,phonology_average
ben,urd,0.0,phonology_average
ben,vie,0.7537783614444092,phonology_average
ben,tha,0.8922685978385126,phonology_average
ben,ind,0.8397822097303649,phonology_average
ben,fas,0.8397822097303649,phonology_average
jpn,kor,0.40686673560336745,phonology_average
jpn,rus,0.7123956116565482,phonology_average
jpn,urd,0.0,phonology_average
jpn,vie,0.6169526972391244,phonology_average
jpn,tha,0.6443860762255926,phonology_average
jpn,ind,0.6443860762255926,phonology_average
jpn,fas,0.7435223956449146,phonology_average
kor,rus,0.7071067811865475,phonology_average
kor,urd,0.0,phonology_average
kor,vie,0.7144345083117604,phonology_average
kor,tha,0.7462025072446364,phonology_average
kor,ind,0.7462025072446364,phonology_average
kor,fas,0.6396021490668312,phonology_average
rus,urd,0.0,phonology_average
rus,vie,0.769800358919501,phonology_average
rus,tha,0.8040302522073697,phonology_average
rus,ind,0.9045340337332909,phonology_average
rus,fas,0.9045340337332909,phonology_average
urd,vie,0.0,phonology_average
urd,tha,0.0,phonology_average
urd,ind,0.0,phonology_average
urd,fas,0.0,phonology_average
vie,tha,0.8703882797784892,phonology_average
vie,ind,0.8703882797784892,phonology_average
vie,fas,0.6963106238227914,phonology_average
tha,ind,0.9090909090909092,phonology_average
tha,fas,0.7272727272727273,phonology_average
ind,fas,0.8181818181818182,phonology_average
